Year,AGE,SEX,LENGTH,CSW1,CSW2,CSW3,CSW4,CSW5,CSW6,CSW7,CSW8,CSW9,CSW10,CSW11,CSW12,CSW13,CSW14,CSW15
2015,08,1,226,1.9335,1.4742,1.0408,0.626,0.4445,0.5408,0.3111,0.0889,,,,,,,
2015,08,1,219,1.2707,1.6412,1.0744,0.7928,0.3001,0.2927,0.1371,0.1037,,,,,,,
2015,08,1,232,2.0691,1.2485,0.6557,0.6224,0.3482,0.3631,0.2816,0.0889,,,,,,,
2015,08,1,239,1.9482,1.8111,0.6704,0.7778,0.3481,0.4667,0.1185,0.1074,,,,,,,
2015,08,1,225,1.8909,1.5557,0.8352,0.5556,0.3685,0.3963,0.1852,0.213,,,,,,,
2015,08,1,229,1.6594,1.6927,1.0445,0.4093,0.2574,0.4315,0.2445,0.1426,,,,,,,
2015,08,1,229,1.8705,1.4445,0.8964,0.7,0.1741,0.3963,0.1778,0.1185,,,,,,,
2015,08,1,226,1.7631,1.5557,0.8075,0.7927,0.4741,0.3334,0.2667,0.2371,,,,,,,
2015,08,1,244,1.9352,1.413,0.9296,0.7037,0.4037,0.2889,0.2704,0.2,,,,,,,
2015,08,1,222,1.3892,1.5022,0.8446,0.7224,0.3223,0.4797,0.2686,0.0908,,,,,,,
2015,08,1,229,1.8817,1.339,1.0483,0.6019,0.4149,0.4612,0.2001,0.1685,,,,,,,
2015,08,1,228,1.5297,1.613,1.3112,0.4519,0.3574,0.5482,0.2333,0.1741,,,,,,,
2015,08,1,221,1.8965,1.2409,0.8853,0.526,0.2963,0.5112,0.1815,0.1222,,,,,,,
2015,08,1,241,1.832,1.3967,0.8132,0.7669,0.4057,0.4038,0.1297,0.1,,,,,,,
2015,08,1,245,1.8297,1.5075,0.8815,0.5667,0.3889,0.5556,0.263,0.0778,,,,,,,
2015,09,2,234,2.0296,1.7111,0.5926,0.6296,0.3741,0.3222,0.2556,0.2407,0.1148,,,,,,
2015,09,2,221,1.1296,1.0037,1.0222,0.5704,0.5593,0.3037,0.3889,0.1444,0.0741,,,,,,
2015,09,2,246,2.3761,1.3464,0.9723,0.5315,0.3204,0.2926,0.1778,0.3148,0.1611,,,,,,
2015,09,2,227,1.839,1.376,0.8315,0.7278,0.3408,0.5056,0.4074,0.2111,0.1056,,,,,,
2015,09,2,233,2.2467,1.2484,0.9298,0.5538,0.1963,0.2149,0.2297,0.3038,0.226,,,,,,
2015,09,2,239,1.8023,1.5485,0.8965,0.4483,0.4501,0.4168,0.3519,0.1037,0.1093,,,,,,
2015,09,2,242,2.1113,1.652,0.8778,0.4852,0.4778,0.3593,0.263,0.1815,0.0667,,,,,,
2015,09,2,233,1.8186,1.4964,0.8704,0.6297,0.2593,0.3556,0.2445,0.1815,0.1482,,,,,,
2015,09,2,244,1.4762,1.5948,1.0798,0.6575,0.3667,0.2519,0.3927,0.2241,0.1704,,,,,,
2015,09,2,249,1.7187,1.7595,1.0372,0.826,0.2963,0.3741,0.2852,0.2778,0.2704,,,,,,
2015,09,2,235,1.7597,1.7263,0.978,0.6928,0.3001,0.1704,0.1704,0.3297,0.1815,,,,,,
2015,09,2,221,1.6966,1.6817,1.1298,0.5038,0.2815,0.1371,0.1741,0.2148,0.1,,,,,,
2015,09,2,210,1.5483,1.452,0.6001,0.4297,0.4074,0.2593,0.2297,0.0537,0.087,,,,,,
2015,09,2,239,1.9336,1.7336,1.3261,0.5019,0.6094,0.4167,0.3519,0.2148,0.0871,,,,,,
2015,09,2,238,2.0985,1.4262,0.7483,0.4834,0.2556,0.3334,0.1704,0.2926,0.226,,,,,,
2015,09,1,239,1.8111,1.6815,0.9407,0.7259,0.4407,0.4074,0.4593,0.1963,0.1593,,,,,,
2015,09,1,238,2.0319,1.5836,0.6742,0.6205,0.3223,0.1667,0.2889,0.1408,0.1482,,,,,,
2015,09,1,222,1.6282,1.4652,0.9855,0.5483,0.3575,0.1334,0.1148,0.1889,0.0926,,,,,,
2015,09,1,231,1.5037,1.4445,0.8852,0.6556,0.4037,0.1778,0.2889,0.1556,0.0667,,,,,,
2015,09,1,235,1.8223,1.0445,0.9408,0.5408,0.2741,0.3222,0.3556,0.1482,0.0741,,,,,,
2015,09,1,235,1.8928,1.4168,0.9223,0.4556,0.3815,0.3149,0.2778,0.1593,0.1,,,,,,
2015,09,1,229,2.102,1.2316,0.8075,0.3259,0.2185,0.1593,0.4093,0.137,0.1074,,,,,,
2015,09,1,241,2.3243,1.5131,1.2057,0.5241,0.4297,0.3,0.2334,0.1648,0.1611,,,,,,
2015,09,1,234,1.7815,1.5815,0.9111,0.4074,0.3481,0.2889,0.2519,0.163,0.1333,,,,,,
2015,09,1,222,1.7834,1.4556,1.0278,0.5537,0.3815,0.3315,0.2963,0.1926,0.1019,,,,,,
2015,09,1,233,2.0336,1.3669,0.9224,0.4556,0.4816,0.3852,0.2963,0.163,0.063,,,,,,
2015,09,1,229,1.8444,1.5519,1.0444,0.35,0.3037,0.2519,0.3815,0.2074,0.187,,,,,,
2015,10,2,243,2.4244,1.1464,1.2131,0.5482,0.2297,0.3037,0.2908,0.1371,0.1963,0.3111,,,,,
2015,10,2,242,1.7281,1.2669,0.7835,0.4853,0.2815,0.263,0.1778,0.2019,0.1741,0.2149,,,,,
2015,10,2,246,2.0482,1.3315,0.7333,0.4,0.2667,0.163,0.237,0.2222,0.137,0.0556,,,,,
2015,10,2,236,1.9669,1.3113,0.9594,0.8094,0.4538,0.4389,0.1722,0.276,0.1704,0.1259,,,,,
2015,10,2,236,1.8301,1.2021,0.928,0.4223,0.2686,0.3093,0.1963,0.3241,0.1797,0.0778,,,,,
2015,10,2,249,2.0593,1.6741,0.8074,0.4444,0.363,0.2,0.1852,0.1481,0.1037,0.0667,,,,,
2015,10,2,257,2.7747,1.9041,1.0391,0.5483,0.3964,0.2704,0.2982,0.3075,0.1908,0.1093,,,,,
2015,10,2,227,2.1798,1.2631,0.7853,0.3889,0.4074,0.1852,0.2556,0.3408,0.0963,0.1296,,,,,
2015,10,2,251,2.3446,1.0742,1.2983,0.6371,0.3889,0.2722,0.1908,0.1796,0.1445,0.1889,,,,,
2015,10,1,241,1.8984,1.352,0.7816,0.4112,0.2778,0.2297,0.1537,0.0963,0.1148,0.2241,,,,,
2015,10,1,232,1.7149,1.6408,0.926,0.3556,0.4222,0.3408,0.1111,0.1259,0.2667,0.1482,,,,,
2015,10,1,250,2.1243,1.4298,0.9797,0.6001,0.3593,0.3334,0.2148,0.2704,0.2408,0.1834,,,,,
2015,10,1,238,2.434,1.4485,0.6076,0.3334,0.3186,0.3112,0.2093,0.2649,0.2445,0.2075,,,,,
2015,10,1,244,2.3074,1.3056,0.7537,0.3148,0.1963,0.2463,0.1926,0.2537,0.1667,0.0889,,,,,
2015,10,1,254,2.4519,1.4185,1.0148,0.4222,0.2148,0.2741,0.2037,0.2889,0.1593,0.0852,,,,,
2015,10,1,241,2.4335,1.3593,0.9093,0.4445,0.4111,0.2926,0.237,0.2704,0.1185,0.1222,,,,,
2015,10,1,240,2.2093,1.35,0.8852,0.5,0.413,0.2333,0.2296,0.2,0.2667,0.1815,,,,,
2015,10,1,230,2.2985,1.2243,0.6668,0.5408,0.3741,0.1611,0.2186,0.3075,0.1741,0.0537,,,,,
2015,11,2,237,1.8561,1.3893,0.8391,0.5983,0.4909,0.2482,0.1649,0.2352,0.2019,0.1537,0.0963,,,,
2015,11,2,252,2.0781,1.5762,0.9964,0.5464,0.3426,0.2519,0.1722,0.1445,0.1463,0.1334,0.0685,,,,
2015,11,2,247,2.0781,1.7188,0.7816,0.489,0.3186,0.3112,0.2778,0.1667,0.2,0.1259,0.1334,,,,
2015,11,2,245,1.8153,1.5337,1.0132,0.6761,0.4353,0.3445,0.2019,0.1445,0.1908,0.2315,0.0704,,,,
2015,11,2,244,2.2241,1.55,0.9371,0.4519,0.3759,0.237,0.1519,0.1204,0.2407,0.1778,0.0741,,,,
2015,11,2,242,1.8038,1.7075,1.126,0.6278,0.4037,0.3148,0.2852,0.1408,0.3556,0.1704,0.063,,,,
2015,11,2,245,2.2965,1.6816,1.0223,0.4889,0.326,0.1778,0.2148,0.1408,0.1963,0.2185,0.0296,,,,
2015,11,1,253,1.8501,1.639,1.2334,0.7056,0.5185,0.1407,0.2,0.1926,0.1333,0.1519,0.1074,,,,
2015,11,1,250,1.5892,1.5244,0.9039,0.5612,0.3001,0.1815,0.2667,0.1815,0.0926,0.0852,0.0926,,,,
2015,12,2,238,1.7317,1.8761,0.7334,0.4741,0.4278,0.3445,0.2482,0.1296,0.1222,0.1371,0.1074,0.1185,,,
2014,02,2,161,2.0175,1.7693,,,,,,,,,,,,,
2014,02,1,155,1.7261,1.9261,,,,,,,,,,,,,
2014,02,1,152,1.8558,1.7188,,,,,,,,,,,,,
2014,02,1,155,1.2409,1.3706,,,,,,,,,,,,,
2014,02,1,162,1.871,1.8247,,,,,,,,,,,,,
2014,03,2,177,1.6835,1.4149,1.0075,,,,,,,,,,,,
2014,03,2,190,1.9058,1.2705,0.8075,,,,,,,,,,,,
2014,03,2,185,1.9263,1.4262,1.0669,,,,,,,,,,,,
2014,03,2,197,2.0259,1.5,1.1074,,,,,,,,,,,,
2014,03,2,188,1.76,1.5599,0.9597,,,,,,,,,,,,
2014,03,2,186,1.526,1.6797,0.9185,,,,,,,,,,,,
2014,03,2,180,1.237,2,0.7037,,,,,,,,,,,,
2014,03,1,190,1.6372,1.5353,1.0353,,,,,,,,,,,,
2014,03,1,186,1.7522,1.9615,0.8891,,,,,,,,,,,,
2014,03,1,179,1.5617,1.6673,0.8021,,,,,,,,,,,,
2014,03,1,200,2.0093,1.876,0.6482,,,,,,,,,,,,
2014,04,2,191,1.4079,1.6617,0.9077,0.628,,,,,,,,,,,
2014,04,2,207,1.9002,1.8742,1.1482,0.5315,,,,,,,,,,,
2014,04,2,210,2.2003,1.4335,0.9613,0.5297,,,,,,,,,,,
2014,04,2,209,1.9005,1.7967,0.8372,0.5131,,,,,,,,,,,
2014,04,2,205,1.8746,1.6153,0.7558,0.3242,,,,,,,,,,,
2014,04,2,184,1.2376,1.5859,0.6466,0.6818,,,,,,,,,,,
2014,04,2,199,1.9002,1.9725,0.8242,0.5001,,,,,,,,,,,
2014,04,2,175,1.4964,1.2075,0.5,0.6334,,,,,,,,,,,
2014,04,2,215,1.5593,1.6389,0.9611,0.6815,,,,,,,,,,,
2014,04,2,218,1.7816,1.8001,1.2445,0.7334,,,,,,,,,,,
2014,04,2,190,1.7078,1.1744,0.7409,0.5594,,,,,,,,,,,
2014,04,2,189,1.8891,1.6039,0.8945,0.4352,,,,,,,,,,,
2014,04,2,205,2.026,1.6926,1.1815,0.4111,,,,,,,,,,,
2014,04,2,192,1.5223,1.389,0.5074,0.3852,,,,,,,,,,,
2014,04,2,216,1.7208,1.6838,1.0392,0.5798,,,,,,,,,,,
2014,04,2,202,1.5723,1.2612,0.7167,0.3333,,,,,,,,,,,
2014,04,2,189,1.8373,1.4984,1.0279,0.4667,,,,,,,,,,,
2014,04,2,181,1.6357,1.9024,0.615,0.4594,,,,,,,,,,,
2014,04,2,169,1.278,1.2558,0.6927,0.4668,,,,,,,,,,,
2014,04,2,215,2.0727,1.7281,1.2206,0.5001,,,,,,,,,,,
2014,04,2,195,1.6074,0.8444,0.6296,0.3778,,,,,,,,,,,
2014,04,2,211,1.8781,1.404,1.0706,0.5334,,,,,,,,,,,
2014,04,2,201,1.5431,1.5894,0.8725,0.4187,,,,,,,,,,,
2014,04,2,196,1.6038,1.3223,0.8222,0.5111,,,,,,,,,,,
2014,04,2,188,2.0891,1.5557,0.9723,0.4556,,,,,,,,,,,
2014,04,2,185,1.4857,1.4524,0.5595,0.8262,,,,,,,,,,,
2014,04,2,183,1.6705,1.389,0.7852,0.2889,,,,,,,,,,,
2014,04,2,181,1.7689,1.3596,0.6501,0.5668,,,,,,,,,,,
2014,04,2,203,2.1135,1.58,1.0299,0.6094,,,,,,,,,,,
2014,04,2,169,1.2707,1.5078,1.0373,0.3705,,,,,,,,,,,
2014,04,2,195,1.8859,1.2616,0.7948,0.5058,,,,,,,,,,,
2014,04,2,211,1.6668,1.4964,0.889,0.5778,,,,,,,,,,,
2014,04,2,208,1.7113,1.6761,1.0816,0.6112,,,,,,,,,,,
2014,04,2,209,2.1393,1.3966,0.915,0.439,,,,,,,,,,,
2014,04,2,190,1.6447,1.365,1.0002,0.5853,,,,,,,,,,,
2014,04,2,197,1.7408,1.5482,1.2371,0.5741,,,,,,,,,,,
2014,04,2,194,1.7259,1.8296,0.8,0.5222,,,,,,,,,,,
2014,04,2,195,1.4169,1.5355,0.8891,0.489,,,,,,,,,,,
2014,04,2,186,1.463,1.4186,0.8815,0.5037,,,,,,,,,,,
2014,04,2,192,1.4097,1.8932,0.5409,0.5817,,,,,,,,,,,
2014,04,2,191,1.6728,1.2449,1.0041,0.7595,,,,,,,,,,,
2014,04,2,185,1.6393,1.4318,0.7946,0.5038,,,,,,,,,,,
2014,04,2,193,1.4482,1.4741,0.8852,0.6963,,,,,,,,,,,
2014,04,2,187,1.4817,1.3279,0.7964,0.5445,,,,,,,,,,,
2014,04,2,209,1.8835,1.7076,1.1408,0.6389,,,,,,,,,,,
2014,04,2,194,1.6445,1.5501,1.0519,0.4593,,,,,,,,,,,
2014,04,2,187,1.3667,1.8574,0.7537,0.6389,,,,,,,,,,,
2014,04,2,187,1.7133,1.4188,0.8298,0.4668,,,,,,,,,,,
2014,04,2,182,1.6299,1.1928,1.215,0.6779,,,,,,,,,,,
2014,04,2,187,1.9227,1.4615,0.7891,0.5501,,,,,,,,,,,
2014,04,2,196,1.8877,1.8618,0.7484,0.4427,,,,,,,,,,,
2014,04,2,202,1.9631,1.476,0.7056,0.5389,,,,,,,,,,,
2014,04,2,189,1.5208,1.7579,0.7576,0.5168,,,,,,,,,,,
2014,04,2,203,1.4502,2.1911,0.9983,0.4075,,,,,,,,,,,
2014,04,2,189,1.789,1.4223,0.6334,0.3445,,,,,,,,,,,
2014,04,2,190,2.123,0.6929,1.0708,0.6558,,,,,,,,,,,
2014,04,2,187,1.3556,1.9909,0.6463,0.5778,,,,,,,,,,,
2014,04,2,191,1.8148,1.4408,0.663,0.3833,,,,,,,,,,,
2014,04,2,202,1.6243,1.4483,0.9964,0.4612,,,,,,,,,,,
2014,04,2,199,1.3705,1.4446,1.1075,0.5889,,,,,,,,,,,
2014,04,2,220,2.2074,1.6704,1.3407,0.5593,,,,,,,,,,,
2014,04,2,208,1.9375,1.9486,0.8947,0.565,,,,,,,,,,,
2014,04,2,189,1.5428,1.7076,0.9372,0.6723,,,,,,,,,,,
2014,04,2,215,2.2524,1.8931,0.9447,0.4001,,,,,,,,,,,
2014,04,2,212,1.8709,1.6968,1.1596,0.515,,,,,,,,,,,
2014,04,2,197,1.7799,1.7669,0.7001,0.5112,,,,,,,,,,,
2014,04,2,198,1.5075,1.663,0.8815,0.5148,,,,,,,,,,,
2014,04,2,188,1.7059,1.5577,0.7835,0.4353,,,,,,,,,,,
2014,04,2,182,1.3482,1.3519,0.6519,0.6334,,,,,,,,,,,
2014,04,2,168,1.43,1.5467,0.7984,0.452,,,,,,,,,,,
2014,04,2,184,1.545,1.3246,0.3705,0.1945,,,,,,,,,,,
2014,04,2,182,1.9,1.4667,0.7407,0.4111,,,,,,,,,,,
2014,04,2,213,1.7651,1.7669,0.7908,0.6556,,,,,,,,,,,
2014,04,2,198,1.654,1.4003,0.9761,0.4167,,,,,,,,,,,
2014,04,2,208,1.9099,1.8932,0.8984,0.4779,,,,,,,,,,,
2014,04,2,210,1.8892,1.7688,1.3132,0.476,,,,,,,,,,,
2014,04,2,198,1.7746,1.6042,0.9262,0.3149,,,,,,,,,,,
2014,04,2,186,2.0356,1.4892,0.7001,0.3741,,,,,,,,,,,
2014,04,2,173,0.8741,1.7185,0.7222,0.7,,,,,,,,,,,
2014,04,2,184,1.6781,1.5429,0.5001,0.4816,,,,,,,,,,,
2014,04,2,179,1.6243,1.3483,0.6686,0.2482,,,,,,,,,,,
2014,04,2,199,1.7168,1.6112,0.9964,0.4871,,,,,,,,,,,
2014,04,2,204,1.9409,1.6853,0.8741,0.6334,,,,,,,,,,,
2014,04,2,199,1.7853,1.5408,1.0075,0.3556,,,,,,,,,,,
2014,04,2,192,2.0094,1.5575,0.9575,0.3963,,,,,,,,,,,
2014,04,2,229,1.8004,1.6318,0.9539,0.3816,,,,,,,,,,,
2014,04,2,200,2.0149,1.7779,0.9556,0.4185,,,,,,,,,,,
2014,04,2,181,1.5539,1.2409,1.0983,0.7353,,,,,,,,,,,
2014,04,2,191,1.7634,1.3114,1.0299,0.652,,,,,,,,,,,
2014,04,2,216,2.0037,1.8333,1.0519,0.6259,,,,,,,,,,,
2014,04,2,201,1.5318,1.5818,0.8835,0.4038,,,,,,,,,,,
2014,04,2,193,1.8909,1.639,0.8964,0.4945,,,,,,,,,,,
2014,04,2,170,1.3,1.1648,0.9037,0.5926,,,,,,,,,,,
2014,04,2,202,1.3578,1.8339,1.0874,0.6465,,,,,,,,,,,
2014,04,2,197,1.5187,1.4743,0.4519,0.3149,,,,,,,,,,,
2014,04,2,209,1.9096,1.7485,1.178,0.3204,,,,,,,,,,,
2014,04,2,204,1.6189,1.5633,0.9299,0.4853,,,,,,,,,,,
2014,04,2,201,1.0946,1.6373,1.2465,0.7242,,,,,,,,,,,
2014,04,2,217,1.9038,1.8816,1.0797,0.5537,,,,,,,,,,,
2014,04,2,211,1.6596,1.7781,1.1465,0.4501,,,,,,,,,,,
2014,04,2,217,1.8115,1.7967,0.7631,0.4408,,,,,,,,,,,
2014,04,2,210,2.4374,1.6225,1.052,0.5112,,,,,,,,,,,
2014,04,2,191,1.5376,1.2893,1.067,0.8225,,,,,,,,,,,
2014,04,2,181,1.4892,1.3484,0.9372,0.4742,,,,,,,,,,,
2014,04,2,174,1.389,1.5816,0.7408,0.4519,,,,,,,,,,,
2014,04,2,189,1.3408,1.4668,0.7112,0.5334,,,,,,,,,,,
2014,04,2,200,1.8742,1.3927,0.7445,0.4963,,,,,,,,,,,
2014,04,2,195,1.7558,1.5928,1.0057,0.4297,,,,,,,,,,,
2014,04,2,163,1.2706,1.5262,0.7409,0.426,,,,,,,,,,,
2014,04,2,216,2.2024,1.5337,0.8761,0.5335,,,,,,,,,,,
2014,04,2,201,1.6152,1.8874,1.1891,0.7409,,,,,,,,,,,
2014,04,2,177,1.563,1.1704,0.5556,0.3852,,,,,,,,,,,
2014,04,2,179,1.4524,1.6062,0.5632,0.6503,,,,,,,,,,,
2014,04,2,175,1.4154,1.4469,0.717,0.3094,,,,,,,,,,,
2014,04,2,182,1.9449,1.0595,0.9669,0.4519,,,,,,,,,,,
2014,04,2,208,1.6741,1.7001,0.7185,0.2852,,,,,,,,,,,
2014,04,2,188,2.021,1.858,0.6854,0.3909,,,,,,,,,,,
2014,04,2,185,1.5762,1.6521,0.8872,0.6149,,,,,,,,,,,
2014,04,2,205,1.9894,1.5504,1.0818,0.4501,,,,,,,,,,,
2014,04,2,199,1.6263,1.4189,0.9984,0.4094,,,,,,,,,,,
2014,04,2,171,1.7228,0.8948,0.7855,0.6076,,,,,,,,,,,
2014,04,2,193,1.8519,1.3667,1.063,0.5222,,,,,,,,,,,
2014,04,2,214,1.7299,1.478,1.252,0.4519,,,,,,,,,,,
2014,04,2,206,2.0833,1.3222,0.9704,0.5,,,,,,,,,,,
2014,04,2,205,1.4853,1.6038,1.3372,0.6964,,,,,,,,,,,
2014,04,2,186,1.4871,1.7501,0.6186,0.463,,,,,,,,,,,
2014,04,2,184,1.589,1.5742,0.7482,0.6778,,,,,,,,,,,
2014,04,2,215,2.1057,1.6131,1.0815,0.4241,,,,,,,,,,,
2014,04,2,185,1.2761,1.2891,0.8631,0.5167,,,,,,,,,,,
2014,04,2,179,1.5408,1.3408,0.9037,0.5926,,,,,,,,,,,
2014,04,2,209,1.8153,1.4948,0.9669,0.6668,,,,,,,,,,,
2014,04,2,175,2.1355,1.7595,0.6371,0.3834,,,,,,,,,,,
2014,04,2,186,1.6112,1.4482,0.7074,0.4408,,,,,,,,,,,
2014,04,2,208,1.8927,1.7353,1.039,0.2797,,,,,,,,,,,
2014,04,2,200,2.0113,1.652,0.7667,0.4185,,,,,,,,,,,
2014,04,2,188,1.7932,1.4968,0.6372,0.4446,,,,,,,,,,,
2014,04,2,190,1.9299,0.8335,1.089,0.6742,,,,,,,,,,,
2014,04,2,188,1.8409,0.8889,0.9964,0.426,,,,,,,,,,,
2014,04,2,188,1.3449,1.2541,0.9781,0.8058,,,,,,,,,,,
2014,04,2,177,1.2279,1.615,0.7464,0.4445,,,,,,,,,,,
2014,04,2,203,1.5705,1.4835,0.8075,0.4352,,,,,,,,,,,
2014,04,2,161,1.1648,0.8519,0.5574,0.5296,,,,,,,,,,,
2014,04,2,188,1.8467,1.7392,0.8891,0.3223,,,,,,,,,,,
2014,04,2,198,1.815,1.5316,0.8038,0.6741,,,,,,,,,,,
2014,04,2,209,1.7486,1.819,0.8928,0.615,,,,,,,,,,,
2014,04,2,197,1.6891,1.4409,0.9575,0.6705,,,,,,,,,,,
2014,04,2,192,1.9446,1.4612,0.563,0.5241,,,,,,,,,,,
2014,04,2,202,1.8154,1.7357,0.9707,0.4223,,,,,,,,,,,
2014,04,2,194,1.6705,1.4853,0.9741,0.5556,,,,,,,,,,,
2014,04,2,202,1.9985,1.7244,0.7964,0.6557,,,,,,,,,,,
2014,04,2,194,1.4948,1.7615,1.0336,0.3204,,,,,,,,,,,
2014,04,2,201,1.7353,1.8983,0.9501,0.5037,,,,,,,,,,,
2014,04,2,203,1.893,1.7504,0.7817,0.6409,,,,,,,,,,,
2014,04,2,192,1.504,1.8966,1.1909,0.689,,,,,,,,,,,
2014,04,2,191,1.4872,1.5669,1.1353,0.6853,,,,,,,,,,,
2014,04,2,184,1.3742,1.6113,0.7316,0.5612,,,,,,,,,,,
2014,04,2,201,1.7185,1.5926,0.7926,0.7037,,,,,,,,,,,
2014,04,2,206,1.841,1.5058,0.889,0.4075,,,,,,,,,,,
2014,04,2,205,2.1081,1.6301,1.0096,0.2964,,,,,,,,,,,
2014,04,2,214,1.8747,1.6413,0.8595,0.5594,,,,,,,,,,,
2014,04,2,186,1.8396,1.6728,0.8281,0.4446,,,,,,,,,,,
2014,04,2,199,1.789,1.789,1.0445,0.5778,,,,,,,,,,,
2014,04,2,205,1.017,1.5746,1.054,0.6854,,,,,,,,,,,
2014,04,2,207,2.4617,1.9968,1.0317,0.5483,,,,,,,,,,,
2014,04,2,208,2.3101,1.5209,0.7447,0.2668,,,,,,,,,,,
2014,04,2,203,1.8873,1.728,1.2243,0.5908,,,,,,,,,,,
2014,04,2,191,2.178,1.1557,0.8908,0.3963,,,,,,,,,,,
2014,04,2,197,1.6858,1.319,0.6558,0.4094,,,,,,,,,,,
2014,04,2,198,1.3617,1.471,0.9467,0.2038,,,,,,,,,,,
2014,04,2,197,1.954,1.5854,0.8038,0.3149,,,,,,,,,,,
2014,04,1,177,1.4205,1.2427,0.926,0.6278,,,,,,,,,,,
2014,04,1,189,2.1226,1.7207,0.6501,0.3556,,,,,,,,,,,
2014,04,1,205,1.8707,1.6337,1.0595,0.2889,,,,,,,,,,,
2014,04,1,208,1.714819,1.648152,0.9111135,0.3851861,,,,,,,,,,,
2014,04,1,206,1.794621,1.742765,1.170486,0.4463404,,,,,,,,,,,
2014,04,1,204,1.815406,1.291161,0.9466044,0.3760483,,,,,,,,,,,
2014,04,1,181,1.115229,1.383847,0.8466107,0.5483518,,,,,,,,,,,
2014,04,1,208,1.739237,1.45029,0.91685,0.5112134,,,,,,,,,,,
2014,04,1,204,1.61725,1.619102,1.122627,0.4649824,,,,,,,,,,,
2014,04,1,199,1.37425,1.681697,1.111253,0.3889387,,,,,,,,,,,
2014,04,1,191,1.635723,1.333772,1.122592,0.5131319,,,,,,,,,,,
2014,04,1,181,1.807771,1.394725,0.8557278,0.2852426,,,,,,,,,,,
2014,04,1,195,1.689019,1.511228,1.003781,0.359287,,,,,,,,,,,
2014,04,1,201,1.872398,1.581631,0.8945287,0.3111404,,,,,,,,,,,
2014,04,1,198,1.754299,1.556083,1.102226,0.4520052,,,,,,,,,,,
2014,04,1,211,1.757805,1.674453,1.146556,0.266727,,,,,,,,,,,
2014,04,1,198,1.94475,1.387255,0.9575576,0.3704285,,,,,,,,,,,
2014,04,1,195,1.722506,1.900313,1.011278,0.470448,,,,,,,,,,,
2014,04,1,218,1.940744,2.155561,1.148151,0.5518531,,,,,,,,,,,
2014,04,1,199,2.048709,1.594882,0.8780185,0.3519483,,,,,,,,,,,
2014,04,1,197,1.980356,1.144864,0.9873993,0.5409391,,,,,,,,,,,
2014,04,1,193,1.833388,1.888944,0.8000237,0.318528,,,,,,,,,,,
2014,04,1,196,1.726308,1.344742,0.7779498,0.4593609,,,,,,,,,,,
2014,04,1,178,1.464987,1.574259,0.5648811,0.4185676,,,,,,,,,,,
2014,04,1,170,1.589218,1.057626,0.9409356,0.644578,,,,,,,,,,,
2014,04,1,185,1.600258,1.131664,0.6519569,0.4778546,,,,,,,,,,,
2014,04,1,189,1.658044,1.331993,1.100422,0.4612882,,,,,,,,,,,
2014,04,1,196,1.635718,1.696849,0.7891459,0.3834581,,,,,,,,,,,
2014,04,1,193,1.754218,1.567126,0.7965297,0.483475,,,,,,,,,,,
2014,04,1,198,1.591168,1.476322,0.9409933,0.6946309,,,,,,,,,,,
2014,04,1,199,2.10987,1.25592,0.9391613,0.6964983,,,,,,,,,,,
2014,04,1,179,1.572484,1.166861,0.8223593,0.4463708,,,,,,,,,,,
2014,04,1,206,1.7095,1.5372,1.0779,0.6149,,,,,,,,,,,
2014,04,1,183,1.9264,1.3744,0.8891,0.3668,,,,,,,,,,,
2014,04,1,192,1.8778,2.0112,0.7889,0.4482,,,,,,,,,,,
2014,04,1,186,1.7191,1.5005,0.8669,0.4705,,,,,,,,,,,
2014,04,1,182,1.4372,1.1372,0.8038,0.4297,,,,,,,,,,,
2014,04,1,194,1.993,1.7411,0.8779,0.5038,,,,,,,,,,,
2014,04,1,208,1.882,1.4726,1.3078,0.3668,,,,,,,,,,,
2014,04,1,192,1.5,1.6741,0.9444,0.5481,,,,,,,,,,,
2014,04,1,198,1.6911,1.3484,0.7483,0.3742,,,,,,,,,,,
2014,04,1,204,1.7468,1.4689,0.7354,0.5224,,,,,,,,,,,
2014,04,1,197,2.245,1.443,0.9021,0.4835,,,,,,,,,,,
2014,04,1,183,1.4375,1.4227,0.7151,0.4409,,,,,,,,,,,
2014,04,1,178,1.6224,1.278,1.0927,0.489,,,,,,,,,,,
2014,04,1,194,1.5686,1.6908,0.9686,0.4334,,,,,,,,,,,
2014,04,1,205,2.3672,1.7245,0.9076,0.4964,,,,,,,,,,,
2014,04,1,183,1.6741,1.4371,0.9223,0.3519,,,,,,,,,,,
2014,04,1,189,2.0413,1.5856,0.5816,0.6298,,,,,,,,,,,
2014,04,1,191,1.415,1.5928,1.0816,0.5704,,,,,,,,,,,
2014,04,1,202,1.4889,2.1482,1.1723,0.35,,,,,,,,,,,
2014,04,1,186,1.7523,1.0614,0.7891,0.452,,,,,,,,,,,
2014,04,1,182,1.5704,1.3259,0.7667,0.5445,,,,,,,,,,,
2014,04,1,192,1.6852,1.2352,0.7593,0.4259,,,,,,,,,,,
2014,04,1,194,1.9853,1.263,0.9926,0.7445,,,,,,,,,,,
2014,04,1,198,2.0038,1.4075,0.7,0.6445,,,,,,,,,,,
2014,04,1,193,1.7853,1.5075,0.9075,0.4037,,,,,,,,,,,
2014,04,1,192,1.5818,1.3762,0.9335,0.7113,,,,,,,,,,,
2014,04,1,186,1.8858,1.619,0.7854,0.465,,,,,,,,,,,
