Year,AGE,SEX,LENGTH,CSW1,CSW2,CSW3,CSW4,CSW5,CSW6,CSW7,CSW8,CSW9,CSW10,CSW11,CSW12,CSW13,CSW14,CSW15
2016,04,2,179,1.9254,1.4523,0.9692,0.5186,,,,,,,,,,,
2016,04,2,202,2.0287,1.8888,1.0121,0.5503,,,,,,,,,,,
2016,04,2,199,1.8448,1.8535,0.9897,0.6785,,,,,,,,,,,
2016,04,2,201,1.9367,2.1133,0.7059,0.49,,,,,,,,,,,
2016,04,2,187,1.6785,1.6585,0.8045,0.5036,,,,,,,,,,,
2016,04,2,198,1.8337,1.8551,0.8244,0.5066,,,,,,,,,,,
2016,04,2,190,2.0943,1.5581,0.7548,0.5713,,,,,,,,,,,
2016,04,2,206,2.0744,1.8225,0.9661,0.5898,,,,,,,,,,,
2016,04,2,196,1.6115,1.899,0.9143,0.412,,,,,,,,,,,
2016,04,2,190,1.4589,1.7629,0.9911,0.5359,,,,,,,,,,,
2016,04,2,172,1.6621,1.3413,0.8078,0.5131,,,,,,,,,,,
2016,04,2,182,1.871,1.7416,0.7948,0.3339,,,,,,,,,,,
2016,04,2,195,2.1417,1.6155,0.8136,0.4541,,,,,,,,,,,
2016,04,2,189,1.3357,1.5497,0.9866,0.6231,,,,,,,,,,,
2016,04,2,191,1.9277,1.8803,0.8858,0.5519,,,,,,,,,,,
2016,04,2,196,1.7931,1.7865,0.9153,0.4854,,,,,,,,,,,
2016,04,2,181,1.5243,1.4624,1.0014,0.528,,,,,,,,,,,
2016,04,2,192,1.9182,1.6434,0.786,0.3668,,,,,,,,,,,
2016,04,2,198,2.0467,1.6439,0.9639,0.5325,,,,,,,,,,,
2016,04,2,183,1.4225,1.4222,0.6566,0.2832,,,,,,,,,,,
2016,04,2,188,1.7997,1.6468,0.8754,0.3395,,,,,,,,,,,
2016,04,2,186,1.9592,1.7675,0.8504,0.339,,,,,,,,,,,
2016,04,2,192,1.7215,2.3912,0.4176,0.4423,,,,,,,,,,,
2016,04,2,203,2.0773,1.9154,1.0344,0.3801,,,,,,,,,,,
2016,04,2,190,1.7386,1.5145,0.8214,0.433,,,,,,,,,,,
2016,04,2,200,1.6498,2.0199,0.792,0.3111,,,,,,,,,,,
2016,04,2,191,1.9424,1.7021,0.898,0.358,,,,,,,,,,,
2016,04,2,189,1.4018,1.4898,0.9861,0.5025,,,,,,,,,,,
2016,04,2,198,1.8018,1.6307,0.8057,0.5396,,,,,,,,,,,
2016,04,2,195,1.9582,1.748,1.0076,0.5533,,,,,,,,,,,
2016,04,2,193,2.2201,1.6938,1.0885,0.458,,,,,,,,,,,
2016,04,2,190,1.7223,1.7844,1.3484,0.2847,,,,,,,,,,,
2016,04,2,177,1.772,1.3918,0.7464,0.3564,,,,,,,,,,,
2016,04,2,189,1.7787,1.6319,0.8282,0.4643,,,,,,,,,,,
2016,04,2,174,1.6098,1.6092,0.7698,0.5262,,,,,,,,,,,
2016,04,2,185,1.8099,1.4941,0.6568,0.4763,,,,,,,,,,,
2016,04,2,186,1.5289,1.8207,0.8699,0.3388,,,,,,,,,,,
2016,04,2,197,2.0313,1.5365,0.6981,0.4578,,,,,,,,,,,
2016,04,2,197,1.8222,1.8684,0.808,0.5794,,,,,,,,,,,
2016,04,2,192,1.8767,1.5098,1.0288,0.6732,,,,,,,,,,,
2016,04,2,187,1.8452,1.241,0.8366,0.3862,,,,,,,,,,,
2016,04,2,193,2.1348,1.4042,0.8075,0.3801,,,,,,,,,,,
2016,04,2,179,1.4464,1.5361,0.9764,0.5279,,,,,,,,,,,
2016,04,2,184,1.6145,1.851,1.0273,0.5023,,,,,,,,,,,
2016,04,2,196,2.2282,1.5199,0.9283,0.3668,,,,,,,,,,,
2016,04,2,190,2.0875,1.3829,0.9313,0.5077,,,,,,,,,,,
2016,04,2,191,1.9519,1.7991,0.8752,0.5554,,,,,,,,,,,
2016,04,2,188,1.4408,1.768,0.8529,0.4965,,,,,,,,,,,
2016,04,2,183,1.767,1.5795,0.6473,0.4555,,,,,,,,,,,
2016,04,2,188,1.5705,1.8808,0.9566,0.6007,,,,,,,,,,,
2016,04,2,187,1.4217,1.0262,0.5047,0.4819,,,,,,,,,,,
2016,04,2,189,1.766,1.3151,0.5964,0.4698,,,,,,,,,,,
2016,04,2,191,1.8343,1.6335,0.8758,0.7176,,,,,,,,,,,
2016,04,2,204,2.013,2.0855,0.7723,0.3983,,,,,,,,,,,
2016,04,2,179,1.6564,1.5683,0.7788,0.4256,,,,,,,,,,,
2016,04,2,186,1.5695,1.4186,0.4029,0.5097,,,,,,,,,,,
2016,04,2,165,1.3074,1.6604,0.4621,0.4501,,,,,,,,,,,
2016,04,2,190,1.7249,2.0742,1.0328,0.4654,,,,,,,,,,,
2016,04,2,188,1.8359,1.837,0.9084,0.3855,,,,,,,,,,,
2016,04,2,184,1.4491,1.7654,0.8955,0.3269,,,,,,,,,,,
2016,04,2,194,1.9384,1.8104,0.6527,0.4454,,,,,,,,,,,
2016,04,2,185,1.7746,1.4287,0.623,0.3884,,,,,,,,,,,
2016,04,2,200,2.2034,1.6119,0.6276,0.4931,,,,,,,,,,,
2016,04,2,195,2.0028,1.6697,1.0621,0.7441,,,,,,,,,,,
2016,04,2,191,2.0585,1.2419,0.793,0.4603,,,,,,,,,,,
2016,04,2,190,2.0681,1.4526,0.8647,0.525,,,,,,,,,,,
2016,04,2,192,1.9987,1.5069,0.6675,0.3403,,,,,,,,,,,
2016,04,2,189,1.6742,1.7032,0.7947,0.5541,,,,,,,,,,,
2016,04,2,179,1.6825,1.4435,0.7747,0.337,,,,,,,,,,,
2016,04,2,193,1.6156,1.6454,1.1487,0.3153,,,,,,,,,,,
2016,04,2,197,1.7282,1.5965,1.0773,0.4103,,,,,,,,,,,
2016,04,2,182,1.6787,1.7983,0.81,0.3796,,,,,,,,,,,
2016,04,2,182,1.7966,1.777,0.6711,0.3654,,,,,,,,,,,
2016,04,2,189,1.936,1.84,0.8712,0.467,,,,,,,,,,,
2016,04,2,194,1.7721,1.823,0.731,0.4528,,,,,,,,,,,
2016,04,2,190,1.8096,1.7647,0.8556,0.4502,,,,,,,,,,,
2016,04,2,191,2.2357,1.325,0.8314,0.4203,,,,,,,,,,,
2016,04,2,199,2.0944,1.7369,0.9594,0.3208,,,,,,,,,,,
2016,04,2,165,1.4803,1.442,1.0751,0.7724,,,,,,,,,,,
2016,04,2,181,1.6813,1.4793,1.1898,0.642,,,,,,,,,,,
2016,04,2,193,1.7264,1.8489,1.0982,0.3776,,,,,,,,,,,
2016,04,2,194,1.9197,1.8285,1.0215,0.2853,,,,,,,,,,,
2016,04,2,196,2.2414,1.5036,0.9757,0.2742,,,,,,,,,,,
2016,04,2,187,2.1036,1.0618,0.7176,0.3872,,,,,,,,,,,
2016,04,2,182,1.6345,1.6331,0.8701,0.3862,,,,,,,,,,,
2016,04,2,188,1.9243,1.4528,0.749,0.4526,,,,,,,,,,,
2016,04,2,197,2.3231,1.5471,0.8911,0.512,,,,,,,,,,,
2016,04,2,193,1.2678,1.2443,0.6735,0.3377,,,,,,,,,,,
2016,04,2,175,2.1723,1.5685,0.7294,0.3137,,,,,,,,,,,
2016,04,2,197,2.1492,1.7037,1.0119,0.506,,,,,,,,,,,
2016,04,2,190,1.6364,1.7448,0.8391,0.5397,,,,,,,,,,,
2016,04,2,174,1.6254,1.3495,0.7418,0.4503,,,,,,,,,,,
2016,04,2,183,1.7518,1.3909,1.0217,0.5355,,,,,,,,,,,
2016,04,2,193,2.0036,1.8377,0.982,0.386,,,,,,,,,,,
2016,04,2,182,1.9611,1.4167,0.8846,0.204,,,,,,,,,,,
2016,04,2,176,1.3753,1.0892,0.8118,0.5958,,,,,,,,,,,
2016,04,2,193,1.9518,1.8416,0.3905,0.3693,,,,,,,,,,,
2016,04,2,191,1.8832,1.541,0.9564,0.4693,,,,,,,,,,,
2016,04,2,176,1.3596,1.817,0.8379,0.4999,,,,,,,,,,,
2016,04,2,193,1.8565,1.5219,0.6782,0.5616,,,,,,,,,,,
2016,04,2,193,1.8924,1.485,,1.2727,,,,,,,,,,,
2016,04,2,185,1.8965,1.6747,0.7952,0.4837,,,,,,,,,,,
2016,04,2,186,1.8698,1.6635,0.6396,0.3313,,,,,,,,,,,
2016,04,2,185,1.2783,1.9094,0.6319,0.4818,,,,,,,,,,,
2016,04,2,190,1.3588,1.6826,0.9583,0.5777,,,,,,,,,,,
2016,04,2,172,1.5931,1.7248,0.723,0.4195,,,,,,,,,,,
2016,04,2,186,1.1995,2.027,0.7455,0.5109,,,,,,,,,,,
2016,04,2,191,2.1309,1.5842,1.0491,0.3001,,,,,,,,,,,
2016,04,2,181,1.7582,1.6405,1.0492,0.4288,,,,,,,,,,,
2016,04,2,183,1.6698,1.5084,1.2917,0.3304,,,,,,,,,,,
2016,04,2,188,1.695,1.4831,0.5774,0.567,,,,,,,,,,,
2016,04,2,184,1.8982,1.6727,0.8247,0.6582,,,,,,,,,,,
2016,04,2,194,1.5854,1.4218,0.5783,0.3702,,,,,,,,,,,
2016,04,2,177,1.518,1.6699,0.8108,0.455,,,,,,,,,,,
2016,04,2,188,1.8233,1.6608,0.5908,0.3505,,,,,,,,,,,
2016,04,2,192,1.7406,1.618,0.8744,0.4272,,,,,,,,,,,
2016,04,2,188,1.5755,1.3053,0.9478,0.3029,,,,,,,,,,,
2016,04,2,185,1.9249,1.4269,0.5596,0.523,,,,,,,,,,,
2016,04,2,190,1.853,1.416,0.7247,0.5929,,,,,,,,,,,
2016,04,2,186,1.7419,1.3613,0.692,0.4927,,,,,,,,,,,
2016,04,2,176,1.5042,1.2906,0.701,0.4492,,,,,,,,,,,
2016,04,2,178,1.6323,1.3778,1.0546,0.4093,,,,,,,,,,,
2016,04,2,186,1.619,1.7125,1.102,0.4178,,,,,,,,,,,
2016,04,2,184,1.6605,1.6523,0.9593,0.4256,,,,,,,,,,,
2016,04,2,186,1.8781,1.8897,0.6878,0.4332,,,,,,,,,,,
2016,04,2,172,1.3284,1.4719,0.9566,0.3502,,,,,,,,,,,
2016,04,2,185,1.6334,1.4579,0.7874,0.2413,,,,,,,,,,,
2016,04,2,186,1.44,1.5005,0.7532,0.5076,,,,,,,,,,,
2016,04,2,189,1.8012,1.6929,0.7887,0.3351,,,,,,,,,,,
2016,04,2,183,1.8734,1.1072,0.7462,0.3945,,,,,,,,,,,
2016,04,2,194,1.7991,1.8429,0.9806,0.3285,,,,,,,,,,,
2016,04,2,201,1.6677,1.5254,1.0351,0.4436,,,,,,,,,,,
2016,04,2,192,2.2621,1.4156,0.7632,0.5051,,,,,,,,,,,
2016,04,2,184,1.7832,1.893,0.6958,0.4123,,,,,,,,,,,
2016,04,2,184,1.7307,1.7131,0.9888,0.4144,,,,,,,,,,,
2016,04,2,184,1.6799,1.5995,0.8531,0.454,,,,,,,,,,,
2016,04,2,181,1.7291,1.8046,0.8077,0.2617,,,,,,,,,,,
2016,04,2,196,1.9608,1.7213,0.9128,0.5452,,,,,,,,,,,
2016,04,2,193,1.98,1.7878,0.6987,0.4826,,,,,,,,,,,
2016,04,2,189,1.4889,1.7054,0.3482,0.4709,,,,,,,,,,,
2016,04,2,189,1.6176,1.4816,0.6947,0.3445,,,,,,,,,,,
2016,04,2,188,1.888,1.5633,0.9223,0.3418,,,,,,,,,,,
2016,04,2,188,1.6975,1.2046,1.0546,0.4697,,,,,,,,,,,
2016,04,2,193,1.6594,1.5344,0.8494,0.6767,,,,,,,,,,,
2016,04,2,192,2.0257,1.5201,0.8529,0.2184,,,,,,,,,,,
2016,04,2,201,1.8559,2.0661,0.8653,0.3445,,,,,,,,,,,
2016,04,2,186,2.1413,1.399,0.9551,0.3934,,,,,,,,,,,
2016,04,2,188,1.8332,1.6357,0.8555,0.3458,,,,,,,,,,,
2016,04,2,186,2.2728,1.829,0.7491,0.4273,,,,,,,,,,,
2016,04,2,179,1.7396,1.4719,1.0293,0.5028,,,,,,,,,,,
2016,04,2,186,1.9953,1.7455,0.5243,0.4263,,,,,,,,,,,
2016,04,2,183,1.5968,1.3987,0.8716,0.5704,,,,,,,,,,,
2016,04,2,164,1.751,1.245,0.5667,0.551,,,,,,,,,,,
2016,04,2,183,1.3621,1.8594,0.8215,0.6414,,,,,,,,,,,
2016,04,2,206,1.7973,2.0666,0.8805,0.5964,,,,,,,,,,,
2016,04,2,192,1.3072,1.7936,1.0489,0.4282,,,,,,,,,,,
2016,04,2,187,2.099,1.6823,0.8711,0.4124,,,,,,,,,,,
2016,04,2,180,1.7885,1.6188,0.7314,0.3743,,,,,,,,,,,
2016,04,2,195,1.8962,2.102,0.9377,0.4716,,,,,,,,,,,
2016,04,2,177,1.5708,1.3638,0.7563,0.4592,,,,,,,,,,,
2016,04,2,189,1.908,1.6181,0.9615,0.3413,,,,,,,,,,,
2016,04,2,180,1.4102,1.7392,0.7783,0.4743,,,,,,,,,,,
2016,04,2,192,1.5811,1.7654,0.7224,0.5287,,,,,,,,,,,
2016,04,2,174,1.7369,1.5928,0.7992,0.5039,,,,,,,,,,,
2016,04,2,193,1.5231,1.9931,0.8733,0.5149,,,,,,,,,,,
2016,04,2,200,2.1035,1.8863,0.9649,0.476,,,,,,,,,,,
2016,04,2,191,1.8906,1.5305,0.8191,0.6328,,,,,,,,,,,
2016,04,2,188,2.0765,1.6825,0.7197,0.4609,,,,,,,,,,,
2016,04,2,189,1.7996,1.9466,1.1324,0.4599,,,,,,,,,,,
2016,04,2,177,1.8889,1.2237,0.5176,0.2842,,,,,,,,,,,
2016,04,2,180,1.6453,1.255,0.7708,0.3886,,,,,,,,,,,
2016,04,2,188,1.7948,1.5807,0.743,0.3367,,,,,,,,,,,
2016,04,2,174,1.4301,1.5896,0.765,0.5299,,,,,,,,,,,
2016,04,2,196,1.7372,1.3244,0.9949,0.2748,,,,,,,,,,,
2016,04,1,183,1.6869,2.0831,0.7814,0.4079,,,,,,,,,,,
2016,04,1,183,1.6216,1.7006,0.6063,0.2487,,,,,,,,,,,
2016,04,1,197,2.1098,2.2261,0.8304,0.572,,,,,,,,,,,
2016,04,1,185,1.838,1.4069,0.8007,0.5193,,,,,,,,,,,
2016,04,1,177,1.8235,1.4366,0.5639,0.524,,,,,,,,,,,
2016,04,1,179,1.7982,1.5729,0.6522,0.4132,,,,,,,,,,,
2016,04,1,187,1.9459,1.6372,0.8417,,,,,,,,,,,,
2016,04,1,181,1.6923,2.0527,0.904,0.3204,,,,,,,,,,,
2016,04,1,197,1.9511,1.6398,0.7533,0.4914,,,,,,,,,,,
2016,04,1,195,1.7034,1.8052,0.9383,0.5161,,,,,,,,,,,
2016,04,1,182,1.5758,1.5749,1.088,0.5501,,,,,,,,,,,
2016,04,1,190,1.7504,1.7483,1.2564,0.7176,,,,,,,,,,,
2016,04,1,194,1.4276,1.9622,1.1772,0.3756,,,,,,,,,,,
2016,04,1,196,2.0834,1.5571,0.8692,0.3554,,,,,,,,,,,
2016,04,1,185,1.9896,1.4788,0.7284,0.504,,,,,,,,,,,
2016,04,1,175,1.6117,1.7757,0.7831,0.4589,,,,,,,,,,,
2016,04,1,174,2.0407,1.4395,0.5947,0.354,,,,,,,,,,,
2016,04,1,185,1.7518,1.6025,0.7384,0.5078,,,,,,,,,,,
2016,04,1,184,2.0756,1.658,0.7378,0.4501,,,,,,,,,,,
2016,04,1,192,1.856,1.7156,0.9292,0.543,,,,,,,,,,,
2016,04,1,196,1.8951,1.464,0.7774,0.3868,,,,,,,,,,,
2016,04,1,196,2.0446,1.9432,1.1439,0.4022,,,,,,,,,,,
2016,04,1,187,1.888,1.5012,0.7616,0.6036,,,,,,,,,,,
2016,04,1,183,1.7121,1.5295,0.8236,0.2387,,,,,,,,,,,
2016,04,1,181,1.9449,1.4612,0.7146,0.4544,,,,,,,,,,,
2016,04,1,195,1.8702,1.8108,0.7525,0.3877,,,,,,,,,,,
2016,04,1,195,2.2119,1.9559,0.6108,0.6063,,,,,,,,,,,
2016,04,1,197,2.0894,1.7093,0.7448,0.2119,,,,,,,,,,,
2016,04,1,190,1.9153,1.6559,0.8087,0.4347,,,,,,,,,,,
2016,04,1,184,1.8643,1.8149,0.8619,0.3513,,,,,,,,,,,
2016,04,1,179,1.6706,1.5345,0.6459,0.4452,,,,,,,,,,,
2016,04,1,182,1.7631,1.9364,0.8676,0.3345,,,,,,,,,,,
2016,04,1,183,1.79,1.3344,0.6009,0.3351,,,,,,,,,,,
2016,04,1,191,1.7255,2.0786,0.9634,0.148,,,,,,,,,,,
2016,04,1,194,2.2119,1.6219,0.7054,0.3249,,,,,,,,,,,
2016,04,1,188,2.192,1.4558,1.0591,0.3513,,,,,,,,,,,
2016,04,1,192,1.8507,2.2277,0.636,0.4445,,,,,,,,,,,
2016,04,1,170,1.613,1.4665,0.7711,0.2707,,,,,,,,,,,
2016,04,1,198,1.7959,1.496,0.8443,0.515,,,,,,,,,,,
2016,04,1,189,1.8844,1.7296,0.5272,0.3432,,,,,,,,,,,
2016,04,1,177,1.6604,1.5876,1.0404,0.3358,,,,,,,,,,,
2016,04,1,200,1.7566,1.7088,0.816,0.3082,,,,,,,,,,,
2016,04,1,191,1.9903,1.5666,1.0241,0.2531,,,,,,,,,,,
2016,04,1,198,1.8181,1.9518,0.6556,0.3014,,,,,,,,,,,
2016,04,1,182,1.8619,1.6886,0.7986,0.5032,,,,,,,,,,,
2016,04,1,186,1.9624,1.6062,0.9374,0.2964,,,,,,,,,,,
2016,04,1,196,1.8202,1.5037,0.8296,0.4713,,,,,,,,,,,
2016,04,1,167,1.7324,1.9455,0.8967,0.4792,,,,,,,,,,,
2016,04,1,167,1.2755,1.4463,0.7276,0.5315,,,,,,,,,,,
2016,04,1,180,2.0736,1.5212,0.3966,0.3399,,,,,,,,,,,
2016,04,1,194,2.1311,1.5579,0.7414,0.6215,,,,,,,,,,,
2016,04,1,195,2.1775,2.1134,0.5687,0.421,,,,,,,,,,,
2016,04,1,184,1.5163,1.5182,0.9975,0.237,,,,,,,,,,,
2016,04,1,198,1.9284,1.8693,0.7615,0.333,,,,,,,,,,,
2016,04,1,199,1.9308,1.4687,0.6857,0.503,,,,,,,,,,,
2016,04,1,171,1.5771,1.1451,0.8189,0.4508,,,,,,,,,,,
2016,04,1,183,1.5078,1.5447,0.6884,0.4092,,,,,,,,,,,
2016,04,1,190,1.9995,1.4904,0.8801,0.2756,,,,,,,,,,,
2016,04,1,188,1.8542,1.7705,0.9053,0.3892,,,,,,,,,,,
2016,04,1,182,2.085,1.7609,0.5388,0.4305,,,,,,,,,,,
2016,04,1,182,1.7428,1.3788,0.978,0.3737,,,,,,,,,,,
2016,04,1,191,1.9662,1.4485,0.7899,0.3989,,,,,,,,,,,
2016,04,1,182,2.0203,1.395,0.6525,0.4385,,,,,,,,,,,
2016,04,1,176,1.5239,1.3221,0.7226,0.5724,,,,,,,,,,,
2016,04,1,196,1.3659,2.0349,1.0619,0.6107,,,,,,,,,,,
2016,04,1,193,2.0657,1.5764,0.7735,0.6216,,,,,,,,,,,
2016,04,1,191,1.491,1.841,0.8601,0.7151,,,,,,,,,,,
2016,04,1,191,1.569,1.8794,1.0621,0.4393,,,,,,,,,,,
2016,04,1,172,1.1714,1.6908,0.9971,0.5002,,,,,,,,,,,
2016,04,1,199,2.2813,1.8988,0.9666,0.4078,,,,,,,,,,,
2016,04,1,188,2.0394,1.7089,1.0431,,,,,,,,,,,,
2016,04,1,183,2.1044,1.5235,0.7877,0.362,,,,,,,,,,,
2016,04,1,194,1.9407,1.4193,0.7369,0.424,,,,,,,,,,,
2016,04,1,178,1.8134,1.0645,0.7402,0.4197,,,,,,,,,,,
2016,04,1,179,1.6542,1.4914,0.5793,0.1681,,,,,,,,,,,
2016,04,1,194,1.9175,1.6041,1.0235,0.6173,,,,,,,,,,,
2016,04,1,192,2.3637,1.7794,0.637,0.4236,,,,,,,,,,,
2016,04,1,183,2.0625,1.5051,0.8664,0.5974,,,,,,,,,,,
2016,04,1,194,1.6737,1.5175,0.8918,0.6018,,,,,,,,,,,
2016,04,1,186,1.9878,1.7866,0.5913,0.3431,,,,,,,,,,,
2016,04,1,190,2.0176,1.6341,1.0319,0.4943,,,,,,,,,,,
2016,04,1,170,1.6358,1.5335,0.7307,0.2956,,,,,,,,,,,
2016,04,1,177,1.4632,1.7327,0.7761,0.4974,,,,,,,,,,,
2016,04,1,175,1.5293,1.0796,0.4956,0.4831,,,,,,,,,,,
2016,04,1,197,1.6531,1.77,0.9526,0.3696,,,,,,,,,,,
2016,04,1,186,1.6832,1.7509,0.6984,0.4591,,,,,,,,,,,
2016,04,1,190,1.9233,1.9169,0.7667,0.3145,,,,,,,,,,,
2016,04,1,194,2.0706,1.6805,0.8684,0.3813,,,,,,,,,,,
2016,04,1,179,1.8478,1.6802,0.8989,0.3953,,,,,,,,,,,
2016,04,1,184,1.9084,1.8243,0.7386,0.4101,,,,,,,,,,,
2016,04,1,187,1.7164,2.0657,0.6937,0.3579,,,,,,,,,,,
2016,04,1,185,1.8127,1.3983,0.7677,0.5322,,,,,,,,,,,
2016,04,1,179,2.0239,1.76,0.7356,0.1899,,,,,,,,,,,
2016,04,1,192,1.9441,1.6401,0.8475,0.6149,,,,,,,,,,,
2016,04,1,181,1.797,1.7148,0.8371,0.2712,,,,,,,,,,,
2016,04,1,182,1.8294,1.7554,0.9402,0.2436,,,,,,,,,,,
2016,04,1,180,1.8742,1.4211,0.7982,0.295,,,,,,,,,,,
2016,04,1,178,1.721,1.4276,0.9446,0.407,,,,,,,,,,,
2016,04,1,166,1.7046,1.3861,0.6348,0.2805,,,,,,,,,,,
2016,04,1,198,1.8872,1.9461,0.5413,0.4755,,,,,,,,,,,
2016,04,1,175,1.6935,1.5215,1.0559,0.3959,,,,,,,,,,,
2016,04,1,187,1.9546,1.5561,0.707,0.4134,,,,,,,,,,,
2016,04,1,176,1.7444,1.3219,0.8337,0.4678,,,,,,,,,,,
2016,04,1,181,1.5218,1.2191,0.972,0.4817,,,,,,,,,,,
2016,04,1,191,2.1814,1.9666,0.793,0.4405,,,,,,,,,,,
2016,04,1,192,1.7128,1.506,0.6464,0.5643,,,,,,,,,,,
2016,04,1,192,1.4358,1.3432,0.8867,0.6555,,,,,,,,,,,
2016,04,1,182,2.0053,1.561,0.687,0.4797,,,,,,,,,,,
2016,04,1,178,1.6853,1.4749,0.9374,0.5681,,,,,,,,,,,
2016,04,1,169,1.6882,1.4315,0.6573,0.5209,,,,,,,,,,,
2016,04,1,200,1.6904,1.7565,0.9562,0.6521,,,,,,,,,,,
2016,04,1,187,1.5747,1.8317,0.563,0.6096,,,,,,,,,,,
2016,04,1,189,1.5476,1.6444,0.8678,0.5087,,,,,,,,,,,
2016,04,1,192,1.5522,1.6607,0.7373,0.577,,,,,,,,,,,
2016,04,1,205,1.7552,1.3431,,1.1212,,,,,,,,,,,
2016,04,1,192,2.208,1.6042,0.7675,0.2855,,,,,,,,,,,
2016,04,1,191,1.6608,1.5518,0.9437,0.36,,,,,,,,,,,
2016,04,1,185,2.0009,1.6739,0.7715,0.4043,,,,,,,,,,,
2016,04,1,189,1.7643,2.0449,0.9647,0.4439,,,,,,,,,,,
2016,04,1,181,1.7887,1.5331,0.8504,0.4011,,,,,,,,,,,
2016,04,1,173,1.5148,1.5252,0.8685,0.3569,,,,,,,,,,,
2016,04,1,184,2.0489,1.2588,0.6885,0.6773,,,,,,,,,,,
2016,04,1,170,1.6228,1.4988,0.672,0.3809,,,,,,,,,,,
2016,04,1,185,1.7049,1.9103,0.6876,0.477,,,,,,,,,,,
2016,04,1,185,1.6045,1.8486,0.6897,0.5375,,,,,,,,,,,
2016,04,1,180,1.408,1.5806,0.952,0.4049,,,,,,,,,,,
2016,04,1,176,1.5699,1.3658,0.8847,0.4113,,,,,,,,,,,
2016,04,1,191,1.4054,1.8231,0.7957,0.7305,,,,,,,,,,,
2016,04,1,168,1.5702,1.2822,0.772,0.366,,,,,,,,,,,
2016,04,1,192,2.2523,1.6154,0.7591,0.3978,,,,,,,,,,,
2016,04,1,199,2.0232,1.6964,0.8595,0.5591,,,,,,,,,,,
2016,04,1,189,1.7254,1.4423,0.7919,0.4593,,,,,,,,,,,
2016,04,1,186,2.0975,1.5065,0.8888,0.4125,,,,,,,,,,,
2016,04,1,190,1.7761,1.4676,1.1936,0.4332,,,,,,,,,,,
