"","fish","agei","A1","A2","A3","A4","A6"
"50",13,2,180.820624075819,181.192379846675,181.828317458802,179.490441784245,180.079601236961
"51",13,3,177,177,177,177,177
"52",14,1,198.688023934564,197.4744193567,197.979216822302,196.944488660393,198.167223147631
"53",14,2,191.430474243993,191.133292870103,191.357793177907,190.997483406572,191.018979548398
"54",14,3,187.827075446577,187.610444821993,187.870173090402,187.449270187906,187.622296419684
"55",14,4,186,186,186,186,186
"56",15,1,178.70908958666,180.466972610185,180.580030825794,178.760611295036,178.22305048693
"57",15,2,173.176684118586,173.955542668546,174.008222239983,173.450719356327,172.941194818362
"58",15,3,171,171,171,171,171
"59",16,1,176.324781496382,175.551915014744,174.360471261361,172.326909479261,173.720854273586
