"region_pairs","frequency"
"F-B",0.0833333333333333
"G-A",0.166666666666667
"G-B",0.166666666666667
"G-C",0.166666666666667
"G-D",0.0833333333333333
"G-E",0.0833333333333333
"H-A",0.0833333333333333
"H-B",0.0833333333333333
"H-C",0.0833333333333333
"H-D",0.0833333333333333
"H-E",0.0833333333333333
