term,estimate,std.error,statistic,p.value
(Intercept),115.03128506531527,2.438289683887667,47.17703799735012,1.7867467707006753e-274
radcap,15.885182173748573,0.5079418561913537,31.273623112808114,4.209887381563168e-157
zoneA2,-0.13098656467434966,1.0269961394780114,-0.1275433856459537,0.8985319398923435
zoneA3,-2.5302579228167126,1.0322309536047136,-2.4512517416578645,0.01437941354647979
zoneA4,14.365301554208925,1.1262410663076188,12.755085908299867,5.171462804521102e-35
zoneA6,9.200492899978181,1.0726446440930086,8.577391357561666,2.9889374747891153e-17
