"","agei","zone","n","mn_radcap","sd_radcap","ss_radcap","cv_radcap","mn_SPH_age","sd_SPH_age","ss_SPH_age","cv_SPH_age","error_SPH_age","upper_SPH_age","lower_SPH_age"
"1",1,"A1",240,4.619575,0.573483142606264,5200.31658,0.124141970334125,103.308801956134,10.8589046761335,2589631.93355975,0.105111127711502,1.3808079143665,104.689609870501,101.927994041768
"2",1,"A2",240,4.5747,0.656897986004476,5125.823298,0.143593675214654,103.330128253703,11.192978587748,2592450.27913253,0.108322507451711,1.4232884328809,104.753416686584,101.906839820822
"3",1,"A3",238,4.74291176470588,0.567462674275983,5430.177749,0.119644366673385,99.340325586921,11.5310252088585,2380215.66501734,0.116075975599346,1.47248528138536,100.812810868306,97.8678403055356
"4",1,"A4",239,3.65516317991632,0.563153809146517,3268.571918,0.154070770968811,97.5796063446139,11.1796038639686,2305451.40140254,0.11456906092126,1.42458910590209,99.004195450516,96.1550172387118
"5",1,"A6",236,3.98915677966102,0.782489886275889,3899.443997,0.196154207391764,49.9710412820854,20.5018195426045,688093.054239564,0.410274011039157,2.62921980011235,52.6002610821977,47.341821481973
"6",2,"A1",240,4.619575,0.573483142606264,5200.31658,0.124141970334125,150.912932294878,11.3236840699223,5496577.12331998,0.0750345507023633,1.43990881676124,152.352841111639,149.473023478116
"7",2,"A2",240,4.5747,0.656897986004476,5125.823298,0.143593675214654,150.357951551518,11.7478852251748,5458788.32368053,0.0781327831614519,1.49384982922298,151.851801380741,148.864101722295
"8",2,"A3",238,4.74291176470588,0.567462674275983,5430.177749,0.119644366673385,149.160398269947,12.1520554817863,5330218.58129417,0.0814697173159448,1.55178941259811,150.712187682545,147.608608857349
"9",2,"A4",239,3.65516317991632,0.563153809146517,3268.571918,0.154070770968811,148.043499768768,11.649069415424,5270430.59462705,0.0786868010660308,1.48441193310933,149.527911701877,146.559087835658
"10",2,"A6",236,3.98915677966102,0.782489886275889,3899.443997,0.196154207391764,131.669304767754,19.2755772090579,4178799.92408806,0.146393855751402,2.47196250807558,134.14126727583,129.197342259679
"11",3,"A1",230,4.6516,0.5615857585375,5048.81968,0.120729589504149,175.998679476792,10.0953110278463,7147711.69562969,0.0573601521207861,1.31161138437164,177.310290861164,174.687068092421
"12",3,"A2",230,4.61686086956522,0.636975699452941,4995.456998,0.137967272016349,175.535562138557,10.0788662255467,7110191.35398465,0.0574178024256481,1.30947482910847,176.845036967665,174.226087309448
"13",3,"A3",228,4.77830263157895,0.550299126180464,5274.478349,0.115166235504557,174.669838787946,10.6116443242667,6981739.77666831,0.0607525855517023,1.38479338847374,176.05463217642,173.285045399472
"14",3,"A4",229,3.67840174672489,0.56000232236087,3170.017818,0.152240663451042,175.240595161306,10.7444881317214,7058743.19582841,0.0613127804195787,1.39903152402154,176.639626685327,173.841563637284
"15",3,"A6",226,4.02168584070796,0.77007969196467,3788.744397,0.191481811972938,170.140032554886,14.2053098168091,6587567.46925085,0.0834918719803732,1.86203097233151,172.002063527218,168.278001582555
"16",4,"A1",141,4.88565957446809,0.539355327216632,3406.34998,0.110395601452718,188.241372378959,9.73402874695523,5009573.99698156,0.0517103579512752,1.62069591732787,189.862068296286,186.620676461631
"17",4,"A2",141,4.84615602836879,0.638192282754164,3368.437698,0.131690411744538,187.916825102733,9.5480551687399,4991858.52514421,0.0508100068395686,1.58973169616316,189.506556798896,186.32709340657
"18",4,"A3",139,5.01002158273381,0.526486776299051,3527.195949,0.10508672819165,187.261991559935,9.75875902639609,4887462.64026352,0.0521128657508307,1.63666780053505,188.89865936047,185.6253237594
"19",4,"A4",140,3.8756,0.555877474724849,2145.789518,0.143430043019106,187.621607967328,9.97416289017568,4942089.7542994,0.0531610564381932,1.66670273305215,189.28831070038,185.954905234276
"20",4,"A6",137,4.13956934306569,0.824915733625353,2440.182797,0.199275737464621,184.8177214561,11.021101189876,4696109.04781428,0.0596322749953057,1.86206375164091,186.679785207741,182.955657704459
"21",5,"A1",77,5.15750649350649,0.446772655696756,2063.36028,0.0866257088108877,197.350088653847,9.24353371525374,3005417.08844087,0.0468382546889399,2.09802480149657,199.448113455343,195.25206385235
"22",5,"A2",77,5.12153246753247,0.58467374132965,2045.697398,0.114159920890113,197.333720503358,9.28002781270041,3004971.02570424,0.0470270757021606,2.10630794557436,199.440028448932,195.227412557783
"23",5,"A3",75,5.22337333333333,0.482876733566466,2063.526749,0.0924453801693541,196.823569263317,9.0093024571813,2911470.20359299,0.0457734939514706,2.07285224298599,198.896421506303,194.750717020331
"24",5,"A4",76,4.08492105263158,0.541471298424528,1290.169418,0.132553675199109,197.24416914544,9.32533466407313,2963322.07189726,0.0472781259110226,2.13093025460255,199.375099400042,195.113238890837
"25",5,"A6",75,4.20494666666667,0.879849970216565,1383.404297,0.20924164798362,195.423787498062,9.25958873234647,2870629.01278499,0.0473820963706289,2.13043788508541,197.554225383147,193.293349612976
"26",6,"A1",65,5.20675384615385,0.457027352531048,1775.536501,0.087775870731559,204.282143223398,9.60611380206036,2718433.36762862,0.0470237567047421,2.38027845353572,206.662421676934,201.901864769862
"27",6,"A2",65,5.19103076923077,0.550432215661894,1770.932469,0.106035244276439,204.368764631183,9.6207981866658,2720752.30169283,0.0470756781449853,2.38391706588198,206.752681697065,201.984847565301
"28",6,"A3",64,5.28825,0.465856916516935,1803.470064,0.0880928315637376,204.366791944584,9.44372149134051,2678628.86574531,0.0462096674390293,2.35897144105252,206.725763385636,202.007820503531
"29",6,"A4",65,4.14107692307692,0.560332276078565,1134.7479,0.135310762511077,204.450245019531,9.47021286667249,2722733.51038687,0.0463203791502808,2.34660385057092,206.796848870102,202.10364116896
"30",6,"A6",64,4.26803125,0.870244154187103,1213.541276,0.203898262035242,204.300136946496,9.71030450131938,2677207.21205789,0.0475296034865723,2.42556189565102,206.725698842147,201.874575050845
"31",7,"A1",5,5.066,0.479353731601205,129.2409,0.09462173936068,205.813892492943,12.0381185675928,212376.456910074,0.0584903109395568,14.9472984314882,220.761190924431,190.866594061455
"32",7,"A2",5,4.79,0.650922422412994,116.4153,0.135891946224007,206.083081365847,12.2265463835491,212949.135872088,0.0593282393805247,15.1812624668214,221.264343832668,190.901818899026
"33",7,"A3",5,5.186,0.318009433822332,134.8775,0.0613207546899984,205.332136401061,11.7704118854228,211360.601578929,0.0573237686595365,14.6148966821592,219.94703308322,190.717239718901
