"","fish","agei","lencap","agecap","A1","A2","A3","A4","A6"
"47",12,5,201,6,197.53119524088,198.410300125009,195.254322685364,197.755184533499,194.850564994251
"48",12,6,201,6,201,201,201,201,201
"49",13,1,177,3,114.962138606727,114.74118559335,109.789379393662,106.940375205069,75.675644514273
"50",13,2,177,3,152.915391635384,152.49341195961,150.967990863761,148.967240976668,136.058977852164
"51",13,3,177,3,177,177,177,177,177
"52",14,1,186,4,106.414899194756,104.856211840379,98.9800541941909,97.8512412354013,47.2843670946026
"53",14,2,186,4,153.125948744744,150.608446179903,148.557114302846,145.195635417634,129.682590317368
"54",14,3,186,4,176.399044290324,175.411858972085,173.377923353996,174.723405607398,168.21497353765
"55",14,4,186,4,186,186,186,186,186
"56",15,1,171,3,107.016863807258,104.079122262013,103.946445559014,97.6453129244269,52.615563555587
"57",15,2,171,3,152.734010619517,150.626951774158,148.289077321972,149.649273612265,140.29992282744
"58",15,3,171,3,171,171,171,171,171
"59",16,1,165,4,77.2643631046124,79.1476380422122,75.7149283733341,74.9318630154801,-0.762145363047178
"60",16,2,165,4,103.89556453045,103.265081808953,102.004022720027,102.128503073382,50.0215637736809
"61",16,3,165,4,138.012342546077,136.382546014071,137.992437474922,132.716429855609,114.216290863272
"62",16,4,165,4,165,165,165,165,165
"63",17,1,215,6,98.5055011313619,103.587369780921,91.3600556156705,95.8929471451097,46.9824061544193
"64",17,2,215,6,151.898635591162,151.849292621777,143.955353366659,151.259796388971,123.449099741063
"65",17,3,215,6,181.636913092477,183.687458866803,181.230926343915,183.058214440448,171.18504209132
"66",17,4,215,6,201.190460514445,200.594937297438,202.457263843928,203.525655957126,197.955301106917
"67",17,5,215,6,212.201976256959,212.649942188396,210.917164032497,213.568599061787,212.301451479753
"68",17,6,215,6,215,215,215,215,215
"69",18,1,187,4,101.61898128896,99.347830702015,97.7117117305131,96.9407847556628,54.7503815454487
"70",18,2,187,4,150.698004390748,149.882077123014,148.684044756204,149.856601659883,129.268550547932
"71",18,3,187,4,172.095590486237,171.19160071054,171.659745026557,173.220503304476,164.49094473018
"72",18,4,187,4,187,187,187,187,187
"73",19,1,156,2,109.880146032425,111.869379300306,108.650737167568,104.773595619974,76.53090756096
"74",19,2,156,2,156,156,156,156,156
"75",20,1,201,3,124.151146935028,125.976230028459,123.187475399221,117.929361195728,80.3470433781122
"76",20,2,201,3,179.629391799704,183.358130872979,178.796555413903,178.206036721461,163.120468172943
"77",20,3,201,3,201,201,201,201,201
"78",21,1,180,3,95.5494907468259,97.1115618737755,95.7450053182593,90.4750605739516,39.1863858727782
"79",21,2,180,3,150.944057775621,154.680863884559,149.358529444626,148.006533964558,135.469382994543
"80",21,3,180,3,180,180,180,180,180
"81",22,1,177,3,113.518673539125,114.156819196621,111.861975459343,111.05160267074,69.898066213416
"82",22,2,177,3,157.447183157271,159.204771485687,161.628849350983,158.439207162236,148.992010857865
"83",22,3,177,3,177,177,177,177,177
"84",23,1,183,3,100.781742787748,102.785864596423,99.79692671487,95.9367293301819,48.8631600276177
"85",23,2,183,3,151.171987416338,149.525111923798,152.738670396989,143.934639477391,138.419366769636
"86",23,3,183,3,183,183,183,183,183
"87",24,1,167,3,118.934371008013,113.926312519024,119.814396135597,112.915358574531,83.1749938928279
"88",24,2,167,3,153.199014364539,154.272780588482,155.187103364888,151.652412193528,144.523168223603
"89",24,3,167,3,167,167,167,167,167
"90",25,1,180,3,116.126914123816,112.942639101504,111.893380219493,110.280746385685,82.8865931580332
"91",25,2,180,3,160.250417313004,155.040455495875,158.522018282619,158.218304378753,150.392130427245
"92",25,3,180,3,180,180,180,180,180
"93",26,1,198,6,80.1288423991132,82.8193256592287,74.3812896855067,78.2980945586806,11.1495730236499
"94",26,2,198,6,142.753601381829,136.553316425855,133.118227347191,132.174807217758,102.760485855912
"95",26,3,198,6,171.850129714891,167.263915268627,168.312973840295,167.0443252287,152.945104820817
"96",26,4,198,6,184.182542723125,185.067461063179,185.93892095386,184.332188190117,177.169246295513
"97",26,5,198,6,194.213998725991,194.150025068391,193.374964427293,193.066813559872,192.003427826941
"98",26,6,198,6,198,198,198,198,198
"99",27,1,185,4,109.124912360404,111.033607858109,103.54356040506,105.490969416319,66.0267222502727
"100",27,2,185,4,148.558229574257,146.431238692019,154.368205188951,145.084077250082,124.248910900421
"101",27,3,185,4,178.563799232119,178.325989052034,177.403395502816,173.600948619904,173.80769916379
"102",27,4,185,4,185,185,185,185,185
"103",28,1,177,4,93.0016888682216,87.9189487556571,83.413067656993,86.3155753335351,NA
"104",28,2,177,4,121.934416593303,122.144592612746,125.701734991839,118.770165171146,NA
"105",28,3,177,4,151.217128323816,150.867142051794,150.456268849104,148.720000691369,NA
"106",28,4,177,4,177,177,177,177,NA
"107",29,1,167,2,108.962239753755,116.69175007905,113.54771854035,120.659072514697,75.9650774834067
"108",29,2,167,2,167,167,167,167,167
"109",30,1,174,4,110.273356728461,107.781499620148,106.770205881808,103.28950278692,62.6027328263969
"110",30,2,174,4,156.543061584497,156.201548194612,157.324924994047,150.679841868768,157.315613380771
"111",30,3,174,4,169.08928357004,168.956464114064,168.016580430625,168.902621753692,168.198121021114
"112",30,4,174,4,174,174,174,174,174
"113",31,1,186,3,117.994736186493,113.389263359887,111.750879387725,113.665118278117,84.6524263137616
"114",31,2,186,3,156.616154627586,152.951617818639,155.138670396989,158.494935490576,158.638422711129
"115",31,3,186,3,186,186,186,186,186
"116",32,1,217,7,109.583992419344,112.913282122388,102.092235895078,106.237589570957,59.1110759790105
"117",32,2,217,7,153.433741907807,157.082115240607,149.206975483903,158.483528049568,129.207983703893
"118",32,3,217,7,193.723184987016,196.928548253842,177.156387647082,199.221729123139,186.843196821171
"119",32,4,217,7,202.617198820982,205.188211269119,190.647745787404,210.747981399301,194.631631508031
"120",32,5,217,7,211.83487687397,213.447874284397,200.104298153906,212.536917409661,204.413937332107
"121",32,6,217,7,214.579270546497,215.390183300082,210.569551963863,214.325853420021,212.70083980327
"122",32,7,217,7,217,217,217,217,217
"123",33,1,180,3,110.933081484266,110.541333124328,111.514464273143,108.8954261726,61.3435737234402
"124",33,2,180,3,157.768745092675,155.891827615055,155.624945312855,157.487516192952,144.549573324041
"125",33,3,180,3,180,180,180,180,180
"126",34,1,186,4,112.807766151427,113.149715801718,109.786868869197,104.287970023702,61.9299256086622
"127",34,2,186,4,147.743558958096,148.403307069656,148.667343812531,143.269755440017,127.543854110097
"128",34,3,186,4,176.47451030682,177.447371996928,177.205697111884,172.488088997647,168.719521416879
"129",34,4,186,4,186,186,186,186,186
"130",35,1,200,4,112.213951689844,105.229981837698,102.751462166566,104.302695553792,57.5201223052477
"131",35,2,200,4,157.062910673936,157.85965982645,153.180467213344,149.102083049101,133.087751946659
"132",35,3,200,4,184.376558917233,184.111241658325,185.707154624707,179.526866129658,176.052925628271
"133",35,4,200,4,200,200,200,200,200
"134",36,1,201,4,115.443308984299,112.262442671805,108.860284163596,105.566959060805,59.6743626672915
"135",36,2,201,4,163.252411617515,160.768806489652,163.360072700102,157.582092281696,132.383768362453
"136",36,3,201,4,188.461154994279,187.284633969937,192.055702166866,181.852131720713,181.237827316222
"137",36,4,201,4,201,201,201,201,201
"138",37,1,202,4,107.852238508995,104.415292611591,102.564018410396,100.981741123807,49.4577190333497
"139",37,2,202,4,160.008051414855,159.670061083941,156.679914279026,156.174852789531,140.425753189076
"140",37,3,202,4,191.909969222078,191.303551499124,192.432393256416,191.640968973844,184.847614186395
"141",37,4,202,4,202,202,202,202,202
"142",38,1,186,6,91.4977957941507,88.1022038706566,85.7087820600317,80.4904039953781,2.0665185598315
"143",38,2,186,6,141.958846575033,134.668256083305,136.630478013019,132.819453781247,81.9353344901795
"144",38,3,186,6,164.253677958917,158.489428102084,159.433627342801,158.878060376607,150.120863737866
"145",38,4,186,6,174.632031905611,172.782339499107,173.19867240084,168.579598570329,168.652424584241
"146",38,5,186,6,183.565964344767,182.464802208185,182.612037624335,181.750817940157,181.342342089285
"147",38,6,186,6,186,186,186,186,186
"148",39,1,197,4,116.391414460736,117.179954205959,118.805893542377,117.245453392175,85.0505383695857
"149",39,2,197,4,156.159841737943,166.534120578537,151.212593988116,158.028120069734,151.377945104799
"150",39,3,197,4,188.063086841906,188.294599302839,185.105700283824,192.671189857225,190.050082760034
"151",39,4,197,4,197,197,197,197,197
"152",40,1,181,6,82.0640095390358,77.5177996021164,65.5065775596905,75.1467724626221,20.892160310934
"153",40,2,181,6,117.433940188545,117.576943383891,109.208194370652,117.582336193606,94.7091351912491
"154",40,3,181,6,154.433863783381,151.019335900526,146.113705033435,150.391805255513,147.371993060789
"155",40,4,181,6,163.071910129544,161.128973955879,159.769378873501,167.01193328306,164.777989245702
"156",40,5,181,6,176.599935311685,174.721112677096,176.286571091748,175.318615914586,174.49157924488
"157",40,6,181,6,181,181,181,181,181
"158",41,1,180,3,120.637034706001,120.92110415329,117.487628614805,114.889160232149,75.7301974590853
"159",41,2,180,3,161.969207724312,165.499150567443,160.87858890208,157.084883675974,153.822977781381
"160",41,3,180,3,180,180,180,180,180
"161",42,1,209,6,93.7904323290561,103.322411192019,92.0064935378166,88.1291765581631,39.7149014238685
"162",42,2,209,6,155.847708482921,156.351639939741,154.217093230193,153.909280229328,110.027137254949
"163",42,3,209,6,177.80208577684,177.57086822886,172.903388646077,179.999507897166,170.911299952619
"164",42,4,209,6,190.580376043483,190.000491128102,188.317179981022,189.666338598111,189.369133549941
"165",42,5,209,6,201.659390934705,202.430114027343,201.112968051216,204.807634954686,202.327257819441
"166",42,6,209,6,209,209,209,209,209
"167",43,1,171,3,90.3337287020116,92.8589593320131,88.7969419860771,87.0536312988885,39.8745178260382
"168",43,2,171,3,150.904101262017,149.174441374894,143.589674756247,144.991043084437,126.077812896372
"169",43,3,171,3,171,171,171,171,171
"170",44,1,188,4,108.894733643272,104.792395636074,104.189000744421,102.759375899618,55.2828858575375
"171",44,2,188,4,149.546450347347,147.605422557749,147.78461683937,150.120759550046,126.885191060509
"172",44,3,188,4,172.57442453908,173.154527188928,172.86420484979,173.675879818472,166.746106363119
"173",44,4,188,4,188,188,188,188,188
"174",45,1,191,3,108.286208103861,109.283325105994,110.740196753453,106.48216616006,62.4894094617565
"175",45,2,191,3,166.2770007045,163.651926421542,160.057400621462,164.546746537059,157.393481767464
"176",45,3,191,3,191,191,191,191,191
"177",46,1,197,4,105.0897050529,101.049645106789,89.8561995262867,95.78002008417,47.4399951119286
"178",46,2,197,4,160.507367632129,156.57904950748,156.323681091501,154.826002726207,167.065869346481
"179",46,3,197,4,186.060871568986,184.656774375817,185.216733009966,184.010917950867,187.201270915601
"180",46,4,197,4,197,197,197,197,197
"181",47,1,190,4,99.2848995978791,103.301458980899,94.0861941563032,90.0622672627698,NA
"182",47,2,190,4,136.655874772909,137.706814074847,136.352290565369,131.780604717993,NA
"183",47,3,190,4,175.01444187669,174.865089879252,175.9819066856,173.933722856466,NA
"184",47,4,190,4,190,190,190,190,NA
"185",48,1,181,4,104.331445349924,108.41793618922,102.253591773504,106.576752438703,63.8019020506415
"186",48,2,181,4,154.524721430995,150.022558673846,158.146246889404,150.066298300584,139.458860228066
"187",48,3,181,4,169.670867780109,171.289133722221,170.503369858104,174.24608793559,168.070342727098
"188",48,4,181,4,181,181,181,181,181
"189",49,1,182,3,109.239734930928,113.308805296138,103.774139623276,108.972212432071,61.4758862508559
"190",49,2,182,3,154.91887878328,155.274163393219,152.351671184153,154.970947258849,136.45037579005
"191",49,3,182,3,182,182,182,182,182
"192",50,1,210,6,90.3117298542916,87.6058480262506,86.2324062734736,85.9080126585329,25.9959452143778
"193",50,2,210,6,151.379734032238,141.822162556618,144.598849870709,143.053334037462,119.773950753113
"194",50,3,210,6,183.912376521751,172.845781126514,179.573001012105,178.942595858713,176.094726520604
"195",50,4,210,6,199.942641167351,196.562111928043,196.193199611226,192.247294399931,190.73773958488
"196",50,5,210,6,204.283721506846,203.1222018821,203.45648122801,202.009316348202,199.577519867695
"197",50,6,210,6,210,210,210,210,210
"198",51,1,180,4,109.60635510291,95.8650536521018,97.1758483125884,97.0476500745045,55.7381231404783
"199",51,2,180,4,143.599598895322,132.216212131202,134.232877756983,137.993155639454,116.524481055981
"200",51,3,180,4,173.080544619141,169.991286558268,171.289907201377,173.240923094496,172.14664369264
"201",51,4,180,4,180,180,180,180,180
"202",52,1,186,6,88.4908500793401,89.9846126052708,85.7087820600317,82.0921104178775,21.8574926491971
"203",52,2,186,6,139.542414358892,138.706795050093,132.613542781132,131.733898277507,108.577400729034
"204",52,3,186,6,159.831199166719,158.686691080772,155.416692110915,155.224039586659,140.716459897152
"205",52,4,186,6,174.03896942781,171.286810869983,172.194438592868,172.643262946594,156.768532017605
"206",52,5,186,6,181.092604928035,180.391247176392,181.94254841902,180.2556188501,180.289562410188
"207",52,6,186,6,186,186,186,186,186
"208",53,1,169,3,105.716874148057,113.358650469253,101.9488617306,101.218895958857,60.0838216461229
"209",53,2,169,3,157.794625454247,159.165456813336,149.857563087895,152.055472309522,144.268498627098
"210",53,3,169,3,169,169,169,169,169
"211",54,1,182,3,111.924799770043,104.070268712685,105.373991653612,102.044363856942,56.3460836149411
"212",54,2,182,3,154.689450068579,153.472513297032,155.451431458994,151.489439599266,138.81276314639
"213",54,3,182,3,182,182,182,182,182
"214",55,1,185,3,115.78092560706,116.368234001758,114.128549761606,110.649901690807,79.3693506383915
"215",55,2,185,3,162.198946114596,163.152970069307,158.457756724678,155.995991746964,157.578945479702
"216",55,3,185,3,185,185,185,185,185
"217",56,1,182,3,103.214490886272,100.568076242759,95.8055356276244,92.6351281943431,44.889997544874
"218",56,2,182,3,155.480376078634,159.41880933026,152.381817227012,154.282554604967,148.752184486411
"219",56,3,182,3,182,182,182,182,182
"220",57,1,170,3,99.38007555542,96.0679311739235,94.2019548808848,90.8938266069338,46.9344370038467
"221",57,2,170,3,148.611716420454,148.82458558021,147.790321135459,148.046390996865,138.378291960223
"222",57,3,170,3,170,170,170,170,170
"223",58,1,189,4,109.755394114023,109.609602362627,105.003565998445,103.80259507628,59.0191569346785
"224",58,2,189,4,159.18908871702,155.864497017092,162.720246251453,150.341325779546,130.123604238771
"225",58,3,189,4,181.000192150811,182.09783000348,179.82929054986,182.66619415809,177.633910303063
"226",58,4,189,4,189,189,189,189,189
"227",59,1,186,4,95.2517424670364,98.6174210915454,91.2256417544865,91.0658122639471,39.2278682666679
"228",59,2,186,4,136.434025236877,140.702922100655,132.466708490459,137.669519201239,111.819173269074
"229",59,3,186,4,168.416703276707,172.186443804617,166.785226061509,165.9738942047,162.222420998391
"230",59,4,186,4,186,186,186,186,186
"231",60,1,192,4,122.642051202406,124.633284457954,114.190692775023,117.91888100735,72.7940087004167
"232",60,2,192,4,165.059929072455,164.797223040243,160.776800172496,161.333823154528,154.611135561735
"233",60,3,192,4,185.296992631202,184.187885260391,180.23928480044,183.263320170254,179.93170699745
"234",60,4,192,4,192,192,192,192,192
"235",61,1,198,6,86.818497322057,86.1110753878996,82.5689079360343,82.1764008196054,18.6884120877994
"236",61,2,198,6,137.131211458544,137.962142209894,136.412609622381,136.484036396564,106.179088124605
"237",61,3,198,6,163.800629931117,164.49475101243,164.377190952836,165.43244058452,140.95760428911
"238",61,4,198,6,181.603812529721,184.535447502285,181.633170756716,181.923678476125,169.824476355787
"239",61,5,198,6,193.496171212347,192.890701829313,192.345005183244,193.521029608449,190.316519283874
"240",61,6,198,6,198,198,198,198,198
"241",62,1,177,3,103.083305669377,110.45754861621,103.135954696973,93.2907387767606,63.0775114066985
"242",62,2,177,3,151.357992299013,152.848205843339,152.122191927273,146.986536636913,144.459752188801
"243",62,3,177,3,177,177,177,177,177
"244",63,1,208,6,97.9996679923998,98.3806855741165,83.0188512901139,90.6054921079424,16.3369107772252
"245",63,2,208,6,166.304549964037,161.802864163532,149.84943112123,158.579473036159,142.458600620848
"246",63,3,208,6,182.615913792214,180.762561641263,178.71042254081,181.563067608821,174.109110622955
"247",63,4,208,6,195.868835376658,194.491378988208,192.315775759326,195.053277904623,190.206438577982
"248",63,5,208,6,203.922405146755,203.279920656077,203.548029702122,202.764906466685,202.84750385588
"249",63,6,208,6,208,208,208,208,208
"250",64,1,171,4,110.309105685357,116.578098849069,116.019580072076,110.11453896424,67.8618778447955
"251",64,2,171,4,133.465614923296,137.801350649041,134.464241365959,126.239423593275,112.676010067999
"252",64,3,171,4,148.518770254305,151.146800681359,149.373263122588,137.00253373003,137.685397190252
"253",64,4,171,4,171,171,171,171,171
"254",65,1,195,4,110.117178969272,109.709414648504,108.188175444458,104.969644481922,56.2204818264205
"255",65,2,195,4,158.462874756274,158.161496426802,156.254889828523,154.452330000336,140.290882116213
"256",65,3,195,4,185.433958141655,184.831525683648,183.687602020533,184.836920948908,181.01159475156
"257",65,4,195,4,195,195,195,195,195
"258",66,1,203,6,96.6241942054158,95.2797539343758,91.6093040121405,91.9640790172186,26.5110564300991
"259",66,2,203,6,147.057026385097,142.539763824756,147.22186820721,144.463023454508,120.593242348733
"260",66,3,203,6,179.345892973255,175.172970684422,178.025793253198,180.133212202501,171.1040785805
"261",66,4,203,6,192.854163598256,191.138425253274,192.756515470205,191.495198288177,189.121026910198
"262",66,5,203,6,199.677815321117,197.919608151679,199.101218819916,197.247599144089,199.753000716698
"263",66,6,203,6,203,203,203,203,203
"264",67,1,203,6,95.8955792173497,95.7903115490335,91.2280634762032,94.9864848522214,43.008185232328
"265",67,2,203,6,148.100930749228,147.882361699593,147.555374118447,151.595901225114,127.052834350044
"266",67,3,203,6,178.776435578097,173.237079703875,170.35261144809,181.559787756622,169.619547987571
"267",67,4,203,6,191.135503659629,187.505586818238,185.874455511791,190.85041837671,189.458625745544
"268",67,5,203,6,198.995797803218,197.535248592338,194.753549202241,198.303426249116,198.502076460727
"269",67,6,203,6,203,203,203,203,203
"270",68,1,170,4,76.3122145378836,81.4993838720429,78.9817756941005,69.5427148975374,9.16477166865842
"271",68,2,170,4,119.967156289022,123.778686979606,124.467182440251,120.348997595321,101.663805431903
"272",68,3,170,4,157.409258074945,159.313466284393,160.728334373026,158.164889545383,157.04315234475
"273",68,4,170,4,170,170,170,170,170
"274",69,1,218,6,99.5951495536941,98.1373738178249,93.5896242816309,91.5552274481808,37.6256163438421
"275",69,2,218,6,153.44910946521,154.073558802599,153.485530114008,148.654491075527,126.677937711451
"276",69,3,218,6,175.935109660521,174.944125498056,173.254679889091,172.100530951909,161.006305278846
"277",69,4,218,6,187.666380810275,189.071304060952,187.522580849868,185.931364042302,177.869581207875
"278",69,5,218,6,208.061183691172,211.964887196177,210.851362210679,208.576136686519,208.122760726318
"279",69,6,218,6,218,218,218,218,218
"280",70,1,221,6,110.439942620228,113.495616238472,106.882092488967,99.8769328208948,56.3309105287474
"281",70,2,221,6,166.424325516127,161.149054012835,166.522926565178,163.985244598796,135.602028683366
"282",70,3,221,6,192.623187531502,190.455669641621,188.951331832243,191.882014403709,173.738206659068
"283",70,4,221,6,203.23660257451,202.416198878228,200.183077103636,202.438045799022,191.911840136178
"284",70,5,221,6,212.81098781936,212.375256608044,212.732076492167,210.443968604687,204.64114329549
"285",70,6,221,6,221,221,221,221,221
"286",71,1,182,3,118.103277952619,109.503990291579,108.797872316605,102.766268036632,70.4398457031415
"287",71,2,182,3,165.316811978323,166.306534933632,168.655210322614,164.457463772611,160.893700073598
"288",71,3,182,3,182,182,182,182,182
"289",72,1,187,3,103.794187715287,117.158529619088,110.867410687848,112.094292091973,57.3705629805342
"290",72,2,187,3,162.84206266073,163.562977353482,159.941507570168,158.456666384624,139.05161694169
"291",72,3,187,3,187,187,187,187,187
"292",73,1,201,6,91.8698378180206,92.9120791241332,87.7093636768948,82.0511654778962,24.875174730132
"293",73,2,201,6,143.885130485248,141.884928753452,143.992370314095,135.970562655813,112.705718976914
"294",73,3,201,6,165.3830187887,168.401963457727,162.342912649533,159.052586567232,154.355792939932
"295",73,4,201,6,179.005447901501,182.330132219172,178.443224051815,168.485281327906,176.59668374021
"296",73,5,201,6,191.643444615469,191.494946299548,190.685996711546,184.995406018597,186.790495336029
"297",73,6,201,6,201,201,201,201,201
"298",74,1,171,3,116.206507811454,108.144040195942,109.686166184161,106.121717445879,72.6002277017427
"299",74,2,171,3,153.656040385739,150.734387143876,150.660131479242,149.445721040934,138.217330433035
"300",74,3,171,3,171,171,171,171,171
"301",75,1,184,4,101.070634043226,100.216601627876,96.5080426672791,95.5111381669062,46.0906366247872
"302",75,2,184,4,150.735628135374,148.179367343047,149.572088885209,146.827319721425,134.613829519625
"303",75,3,184,4,174.651971764471,173.510041544781,173.622573359265,173.726000537597,170.520312050494
"304",75,4,184,4,184,184,184,184,184
"305",76,1,198,4,112.832252188007,113.660457127262,107.918976344912,112.408134622568,76.2298116410667
"306",76,2,198,4,158.872973001601,154.03593492399,155.516236959259,159.062337374544,145.964559229885
"307",76,3,198,4,186.94128642603,185.46325016242,189.258098278486,188.300911548252,187.526111509613
"308",76,4,198,4,198,198,198,198,198
"309",77,1,193,4,109.781513546881,115.079458316236,107.905025709378,105.332575604886,56.8780327436062
"310",77,2,193,4,151.65351615085,155.072987829572,145.682085596617,145.617369541037,125.27519604032
"311",77,3,193,4,180.457789568891,182.414308125989,180.603798873296,183.689699649632,177.300324342367
"312",77,4,193,4,193,193,193,193,193
"313",78,1,184,4,99.4807190937533,102.665319726051,101.502534093912,90.8100265340889,50.272674566164
"314",78,2,184,4,147.482724151007,145.092498467772,151.659339033653,144.488679530987,131.569245234107
"315",78,3,184,4,173.823798796361,174.697298804503,179.158494335682,173.722823037338,167.670990642566
"316",78,4,184,4,184,184,184,184,184
"317",79,1,200,6,105.102904573628,100.38224953036,97.2120136390904,87.6633990355791,49.135393317946
"318",79,2,200,6,151.469413563178,149.640373572297,144.690699774483,143.751732038177,126.343674804897
"319",79,3,200,6,171.938803860861,169.872708655151,163.325362127864,166.604393352089,161.927743769246
"320",79,4,200,6,181.765542641339,182.076634025919,181.960024481245,178.37849743644,176.699706472294
"321",79,5,200,6,192.301791522964,193.97177440776,192.782763726998,193.042659928502,193.552879801472
"322",79,6,200,6,200,200,200,200,200
"323",80,1,176,3,104.585058341757,103.33161359549,99.5297166344862,96.6388086460516,52.6184883825866
"324",80,2,176,3,147.322851829094,147.345699695895,148.606455918372,145.01809809542,130.417648971616
"325",80,3,176,3,176,176,176,176,176
"326",81,1,190,6,91.6423506209712,95.6671991336777,88.0925661975911,94.1918138324931,36.0509530534975
"327",81,2,190,6,137.123683645663,137.6284058299,131.861337154288,143.785963086649,103.160509956684
"328",81,3,190,6,155.628668746378,158.744874260416,147.836523993744,163.481504039811,143.883925503628
"329",81,4,190,6,171.217291909365,179.530473829571,171.946418379709,175.168489198064,165.98182950499
"330",81,5,190,6,182.795917407978,185.757843498867,183.85425144591,185.787666916996,178.249602412851
"331",81,6,190,6,190,190,190,190,190
"332",82,1,167,3,105.061139395111,106.863281979443,102.014601112432,102.086902179843,57.2954744629501
"333",82,2,167,3,147.542018257688,147.535111938202,146.098638631036,145.205315847768,137.618759140176
"334",82,3,167,3,167,167,167,167,167
"335",83,1,161,3,90.6313161360424,84.4364635059112,86.4249332852686,79.6866538226586,29.611168587686
"336",83,2,161,3,136.699455991119,135.717483124153,138.711465671212,138.34589560691,124.066761984787
"337",83,3,161,3,161,161,161,161,161
"338",84,1,168,3,96.1534112565265,99.9353068244276,94.5404816502516,96.0646176284941,48.4239525271006
"339",84,2,168,3,141.816867512833,140.174399107124,141.284925949211,144.211735220207,124.317790005794
"340",84,3,168,3,168,168,168,168,168
"341",85,1,165,3,95.0687434141394,96.1687354326149,91.3094255058419,84.0258756146468,43.8176925755864
"342",85,2,165,3,144.58291036748,147.440044284456,142.775246004305,145.980001525524,138.880056527711
"343",85,3,165,3,165,165,165,165,165
"344",86,1,208,6,96.3922480631652,101.685032673067,92.8163611570192,90.6403282784235,38.5814173672253
