r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual
0.6048127727345166,0.6031481256103992,0.4787916497954108,363.3279173537578,2.591393802170303e-236,6,-811.1538345620772,1636.3076691241545,1671.89725407884,272.109593925694,1187
